contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TR5297-c0_g1_i1,467,0.475375,0.054054,0.004082,60,2.28083,155,0.104004,true,0.25561,C15H11.3b
TR5297-c0_g2_i1,451,0.403548,0.0,0.063197,44,2.396329,62,0.099609,true,0.15873,C15H11.3b
TR5297-c0_g2_i2,413,0.411622,0.0,0.111111,42,2.40083,99,0.092041,true,0.163656,C15H11.3b
TR5297-c0_g3_i1,338,0.381657,0.085271,0.110048,22,1.800484,46,0.075928,false,NA,NA
TR5298-c0_g1_i1,485,0.350515,0.188235,0.066667,30,2.087817,142,0.107178,true,0.312181,C29F3.7b
TR5298-c0_g2_i1,430,0.388372,0.017964,0.034221,28,1.727403,143,0.095703,true,0.314369,C29F3.7b
TR5298-c0_g2_i2,430,0.418605,0.011111,0.016,30,1.592789,59,0.097412,false,NA,NA
TR5299-c0_g1_i1,271,0.335793,-0.098901,0.011111,13,1.718537,42,0.062012,false,NA,NA
TR5299-c0_g2_i1,309,0.343042,-0.018868,0.044335,17,1.870726,54,0.06958,false,NA,NA
TR5299-c0_g3_i1,301,0.418605,0.15873,0.005714,25,1.944947,100,0.067383,true,0.193218,C05C10.3
TR5299-c0_g3_i2,308,0.454545,-0.085714,-0.011905,32,2.026316,102,0.069824,false,NA,NA
TR5299-c0_g4_i1,423,0.309693,-0.022901,-0.054795,23,2.26889,29,0.088135,false,NA,NA
TR5300-c0_g1_i1,534,0.391386,-0.004785,-0.095385,37,1.809341,154,0.113525,false,NA,NA
TR5300-c0_g2_i1,679,0.400589,-0.014706,-0.081081,54,1.982803,226,0.14624,true,0.228956,K04C2.2
TR5300-c0_g2_i2,731,0.389877,-0.038596,-0.080717,56,2.018939,154,0.156738,false,NA,NA
TR5300-c0_g3_i1,527,0.394687,-0.009615,-0.090909,37,1.802959,154,0.112793,false,NA,NA
TR5301-c0_g1_i1,282,0.404255,-0.140351,0.0,26,2.302041,54,0.060303,false,NA,NA
TR5301-c0_g1_i2,235,0.417021,-0.163265,-0.094891,19,1.910569,44,0.05127,false,NA,NA
TR5301-c0_g1_i3,236,0.415254,-0.142857,-0.014493,19,1.906463,44,0.050781,false,NA,NA
TR5301-c0_g1_i4,236,0.411017,-0.175258,-0.122302,18,1.863158,62,0.051025,false,NA,NA
TR5301-c0_g1_i5,281,0.405694,-0.157895,-0.065868,26,2.306187,54,0.061035,false,NA,NA
TR5301-c0_g1_i6,237,0.409283,-0.154639,-0.042857,18,1.858014,62,0.050781,false,NA,NA
TR5301-c0_g2_i1,950,0.431579,-0.039024,0.051852,83,1.879126,316,0.194336,true,0.54692,C24G6.4
TR5302-c0_g1_i1,1048,0.379771,0.120603,0.015385,59,1.58442,337,0.201416,true,0.286644,C10C6.6
TR5303-c0_g1_i1,573,0.450262,-0.046512,0.028571,72,2.484553,174,0.124756,true,0.316999,Y76B12C.6a
TR5303-c1_g1_i1,756,0.498677,0.188329,0.113456,90,1.985294,183,0.161621,true,1.003643,Y71F9B.3
TR5304-c0_g1_i1,913,0.465498,0.101176,-0.045082,110,2.247058,303,0.188721,true,0.726475,F48E8.7b
TR5304-c0_g1_i2,288,0.375,0.111111,0.177778,23,2.3,62,0.062012,false,NA,NA
TR5304-c0_g1_i3,950,0.46,0.057208,0.009747,113,2.255916,201,0.198486,true,0.604466,F48E8.7b
TR5304-c0_g1_i4,243,0.329218,-0.175,0.190184,14,2.193424,59,0.051758,true,0.070973,F48E8.7b
TR5304-c0_g1_i5,246,0.317073,0.025641,0.154762,12,1.942105,35,0.052246,false,NA,NA
TR5304-c0_g2_i1,372,0.403226,-0.213333,0.162162,26,1.801453,123,0.082031,true,0.246239,F48E8.7a
TR5305-c0_g1_i1,1161,0.372954,-0.062356,-0.167582,65,1.616299,353,0.215088,true,1.001889,EEED8.14
TR5305-c0_g1_i2,1209,0.363937,-0.072727,-0.141743,65,1.632291,178,0.222168,true,1.044381,EEED8.14
TR5305-c0_g2_i1,292,0.35274,0.087379,0.026455,14,1.553191,97,0.063965,true,0.180359,EEED8.14
TR5306-c0_g1_i1,584,0.424658,-0.040323,-0.059524,53,2.016286,194,0.130127,false,NA,NA
TR5306-c0_g1_i2,583,0.423671,-0.109312,-0.065476,52,2.011679,194,0.12915,false,NA,NA
TR5307-c0_g1_i1,1015,0.446305,0.218543,0.032028,91,1.890711,338,0.206299,true,0.680054,D2030.9d.2
TR5307-c0_g2_i1,347,0.371758,0.302326,0.165138,20,1.835979,41,0.073486,false,NA,NA
TR5307-c0_g3_i1,259,0.478764,0.177419,0.066667,23,1.600054,86,0.059814,false,NA,NA
TR5308-c0_g1_i1,767,0.46545,-0.310924,-0.107317,102,2.718157,193,0.119873,false,NA,NA
TR5308-c0_g1_i2,489,0.580777,-0.352113,-0.004878,96,2.657609,163,0.064209,false,NA,NA
TR5308-c0_g2_i1,1116,0.540323,0.008292,-0.068226,172,2.111776,371,0.196533,true,0.200251,F36A4.7
TR5308-c0_g3_i1,481,0.386694,-0.236559,-0.172881,41,2.415309,97,0.091309,false,NA,NA
TR5309-c0_g1_i1,485,0.42268,0.102439,-0.035714,40,1.866102,161,0.10376,false,NA,NA
TR5309-c0_g2_i1,452,0.429204,0.072165,-0.046512,37,1.786752,150,0.098633,true,0.473795,F31C3.4
TR5309-c0_g3_i1,483,0.356108,0.255814,0.286174,27,1.886719,63,0.097656,false,NA,NA
TR5310-c0_g1_i1,1333,0.372093,0.112903,0.132616,98,2.151416,316,0.230713,true,1.002157,F21D5.2a
TR5310-c0_g1_i2,1393,0.375449,0.040153,0.142529,98,1.999561,336,0.244385,true,1.00202,F21D5.2b
TR5311-c0_g1_i1,332,0.472892,0.490446,0.177143,30,2.128205,61,0.048584,false,NA,NA
TR5311-c0_g1_i2,342,0.488304,0.508982,0.188571,31,2.052265,113,0.050049,false,NA,NA
TR5311-c0_g1_i3,264,0.496212,0.160305,0.368421,36,2.273684,87,0.045898,false,NA,NA
TR5312-c0_g1_i1,871,0.383467,0.023952,0.005587,61,1.906182,87,0.180176,false,NA,NA
TR5312-c0_g1_i2,817,0.390453,0.003135,-0.032129,58,1.862657,89,0.170654,true,0.240196,Y54G2A.22
TR5312-c0_g2_i1,343,0.45481,0.102564,0.197861,36,2.051163,55,0.077881,false,NA,NA
TR5312-c0_g3_i1,527,0.457306,0.004149,0.181818,59,2.141391,115,0.11792,true,0.760965,Y54G2A.50
TR5313-c0_g1_i1,431,0.38051,0.085366,0.161049,27,1.743371,75,0.095215,true,0.057728,B0495.7.2
TR5313-c0_g2_i1,424,0.377358,0.1,0.159091,26,1.739899,75,0.093506,false,NA,NA
TR5313-c0_g3_i1,431,0.38051,0.121951,0.146067,27,1.756793,75,0.094971,false,NA,NA
TR5313-c0_g4_i1,458,0.412664,-0.026455,-0.078067,29,1.488346,152,0.104736,false,NA,NA
TR5313-c0_g4_i2,567,0.377425,0.102804,0.121813,31,1.551642,89,0.122559,false,NA,NA
TR5314-c0_g1_i1,340,0.417647,-0.042254,0.040404,32,2.162162,59,0.078369,true,0.803618,E02H1.8
TR5314-c0_g2_i1,310,0.425806,-0.060606,0.078652,33,2.357143,103,0.070801,true,0.803618,E02H1.8
TR5314-c0_g3_i1,340,0.414706,-0.049645,0.085427,32,2.194433,113,0.076904,true,0.850129,E02H1.8
TR5314-c0_g4_i1,341,0.416422,-0.042254,0.035176,32,2.168521,113,0.078613,true,0.803618,E02H1.8
TR5314-c0_g5_i1,339,0.418879,-0.042254,0.045685,32,2.155803,113,0.078369,true,0.803618,E02H1.8
TR5314-c0_g6_i1,340,0.417647,-0.042254,0.050505,32,2.162162,59,0.078369,true,0.803618,E02H1.8
TR5314-c0_g7_i1,340,0.414706,-0.06383,0.055276,32,2.19798,59,0.078125,true,0.803618,E02H1.8
TR5314-c0_g8_i1,340,0.414706,-0.049645,0.095477,32,2.194433,113,0.076416,true,0.850129,E02H1.8
TR5314-c0_g9_i1,340,0.411765,-0.028571,0.08,32,2.222222,113,0.076904,true,0.850129,E02H1.8
TR5314-c0_g10_i1,340,0.414706,-0.049645,0.095477,32,2.194433,113,0.076904,true,0.850129,E02H1.8
TR5315-c0_g1_i1,262,0.416031,-0.266055,-0.045752,19,1.803623,87,0.057373,true,0.171648,Y24F12A.1b
TR5315-c0_g2_i1,350,0.362857,0.181102,0.130045,23,2.064103,76,0.078613,true,0.154844,Y24F12A.1a
TR5315-c0_g3_i1,349,0.363897,0.149606,0.144144,23,2.036276,76,0.077393,false,NA,NA
TR5316-c0_g1_i1,351,0.330484,0.017241,-0.004255,13,1.356824,73,0.074707,false,NA,NA
TR5317-c0_g1_i1,364,0.384615,0.2,0.1875,20,1.547619,56,0.080811,false,NA,NA
TR5317-c0_g2_i1,382,0.384817,0.197279,0.182979,23,1.692219,56,0.085205,false,NA,NA
TR5317-c0_g3_i1,811,0.496917,0.01737,-0.004902,96,1.918108,269,0.173828,true,0.777137,K08A8.1a
TR5318-c0_g1_i1,350,0.468571,0.036585,0.043011,43,2.241251,116,0.080566,false,NA,NA
TR5318-c0_g1_i2,350,0.471429,0.030303,0.091892,43,2.213235,116,0.07959,false,NA,NA
TR5318-c0_g2_i1,268,0.44403,0.294118,0.04698,27,2.237477,66,0.062012,true,0.11964,F37A4.1.2
TR5318-c0_g3_i1,267,0.441948,0.288136,0.006711,27,2.258459,65,0.061523,true,0.136238,F37A4.1.2
TR5318-c0_g4_i1,839,0.431466,0.049724,0.039832,85,2.182222,279,0.175049,true,0.580221,F37A4.1.2
TR5318-c0_g4_i2,840,0.428571,0.061111,0.041667,84,2.185941,279,0.17749,true,0.540802,F37A4.1.2
TR5319-c0_g1_i1,608,0.327303,0.055276,0.129584,30,1.848024,48,0.110352,false,NA,NA
TR5319-c0_g1_i2,629,0.329094,0.05314,0.137441,31,1.825407,58,0.117188,false,NA,NA
TR5320-c0_g1_i1,487,0.322382,-0.146497,-0.060606,27,2.180597,90,0.087646,false,NA,NA
TR5320-c0_g2_i1,738,0.390244,-0.131944,0.0,61,2.209472,156,0.14209,false,NA,NA
TR5321-c0_g1_i1,660,0.472727,-0.192308,-0.034483,66,1.858679,219,0.141846,false,NA,NA
TR5321-c0_g2_i1,945,0.461376,-0.027523,0.064833,87,1.731279,249,0.192139,true,1.002801,T20B12.7
TR5321-c0_g2_i2,404,0.39604,0.25,0.188525,26,1.750667,91,0.085205,true,0.145658,T20B12.7
TR5322-c0_g1_i1,421,0.384798,0.135802,0.042471,27,1.765062,139,0.093994,false,NA,NA
TR5322-c0_g2_i1,518,0.42278,-0.041096,0.210702,42,1.817544,172,0.112793,false,NA,NA
TR5322-c0_g3_i1,383,0.409922,-0.057325,-0.168142,31,1.933084,127,0.083008,false,NA,NA
TR5322-c0_g4_i1,455,0.389011,0.039548,-0.035971,29,1.68734,93,0.102051,false,NA,NA
TR5323-c0_g1_i1,372,0.349462,-0.138462,-0.14876,36,3.23166,124,0.062256,false,NA,NA
TR5323-c1_g1_i1,236,0.381356,0.133333,-0.041096,21,2.491704,39,0.052246,false,NA,NA
TR5324-c0_g1_i1,280,0.510714,-0.076923,0.211679,40,2.203857,84,0.060791,true,0.600473,Y51H7C.3
TR5324-c0_g2_i1,251,0.330677,0.108434,0.202381,22,3.244418,44,0.050537,false,NA,NA
TR5324-c0_g2_i2,232,0.301724,-0.028571,0.123457,15,2.843137,35,0.044922,false,NA,NA
TR5324-c0_g2_i3,231,0.320346,0.162162,0.324841,21,3.63916,38,0.045654,false,NA,NA
TR5325-c0_g1_i1,455,0.391209,-0.078652,-0.227437,36,2.080793,151,0.098633,false,NA,NA
TR5325-c0_g2_i1,455,0.391209,-0.123596,-0.220217,36,2.1,75,0.098877,false,NA,NA
TR5326-c0_g1_i1,450,0.446667,0.064677,0.02008,45,2.013323,150,0.100586,true,0.726449,F59E10.3
TR5326-c0_g2_i1,450,0.446667,0.084577,-0.004016,44,1.974471,150,0.101074,true,0.726449,F59E10.3
TR5327-c0_g1_i1,226,0.292035,0.0,0.2375,9,1.867769,24,0.048828,false,NA,NA
TR5327-c0_g2_i1,448,0.357143,-0.075,0.0625,26,1.830295,98,0.094482,false,NA,NA
TR5327-c0_g2_i2,351,0.339031,-0.07563,0.12931,18,1.794886,65,0.073975,false,NA,NA
TR5327-c0_g2_i3,1193,0.401509,-0.043841,-0.014006,93,1.937974,337,0.234131,true,1.001978,R74.7
TR5328-c0_g1_i1,291,0.364261,0.245283,0.059459,18,1.984091,25,0.062012,false,NA,NA
TR5328-c0_g2_i1,228,0.442982,0.207921,0.03937,22,2.055738,75,0.051758,true,0.035386,F10G7.10b
TR5328-c0_g3_i1,266,0.43985,0.162393,-0.033557,26,2.07563,33,0.060303,true,0.035386,F10G7.10b
TR5328-c0_g4_i1,550,0.416364,0.144105,0.034268,42,1.799346,182,0.121094,true,0.093019,F10G7.10c
TR5328-c0_g4_i2,600,0.403333,0.140496,0.027933,43,1.797659,136,0.131592,true,0.017909,F10G7.10c
TR5329-c0_g1_i1,474,0.35443,0.214286,-0.039216,25,1.76025,53,0.093506,false,NA,NA
TR5329-c0_g1_i2,473,0.363636,0.162791,-0.096346,32,2.102222,34,0.092773,false,NA,NA
TR5330-c0_g1_i1,644,0.364907,0.123404,0.090465,46,2.178876,72,0.134277,false,NA,NA
TR5330-c0_g2_i1,644,0.36646,0.101695,0.083333,46,2.149782,113,0.133789,false,NA,NA
TR5330-c0_g3_i1,233,0.446352,0.115385,-0.178295,26,2.270615,77,0.052734,false,NA,NA
TR5331-c0_g1_i1,1149,0.429939,0.157895,0.261069,104,2.008741,383,0.205811,true,0.498268,F58G11.1b
TR5331-c0_g2_i1,1191,0.43241,0.161165,0.260355,107,1.973198,397,0.212891,true,0.507228,F58G11.1a
TR5331-c0_g3_i1,614,0.441368,-0.084871,-0.09621,65,2.189489,204,0.132813,false,NA,NA
TR5331-c0_g4_i1,235,0.434043,0.156863,0.323308,22,2.03784,78,0.053467,false,NA,NA
TR5331-c0_g5_i1,234,0.388889,0.340659,0.188811,21,2.685246,33,0.052979,false,NA,NA
TR5332-c0_g1_i1,599,0.440735,0.045455,-0.008955,57,1.963596,199,0.130127,true,0.464341,T18H9.7c
TR5332-c0_g1_i2,598,0.439799,-0.003802,-0.008955,56,1.936618,144,0.130127,true,0.445736,T18H9.7c
TR5332-c0_g2_i1,277,0.411552,0.017544,-0.116564,20,1.705665,64,0.065186,false,NA,NA
TR5332-c0_g2_i2,278,0.417266,-0.051724,-0.049383,20,1.657228,92,0.065918,true,0.215504,T18H9.7c
TR5333-c0_g1_i1,807,0.444857,-0.097493,0.044643,81,2.048223,268,0.169189,true,0.522599,ZK1320.9
TR5333-c0_g2_i1,230,0.408696,0.021277,-0.147059,22,2.291667,28,0.05249,false,NA,NA
TR5333-c0_g3_i1,590,0.415254,-0.061224,-0.049275,52,2.052174,196,0.125732,true,0.416667,ZK1320.9
TR5334-c0_g1_i1,297,0.451178,0.179104,0.239264,30,2.050633,99,0.065674,true,0.073584,Y54E10BR.1b
TR5334-c0_g2_i1,449,0.461024,0.2657,0.280992,42,1.894134,149,0.094971,true,0.089036,Y54E10BR.1b
TR5335-c0_g1_i1,753,0.494024,-0.021505,-0.070866,84,1.82915,95,0.150146,false,NA,NA
TR5335-c0_g1_i2,277,0.505415,-0.185714,0.270073,32,1.8736,89,0.062256,false,NA,NA
TR5335-c0_g1_i3,609,0.479475,0.027397,-0.179811,65,1.858451,153,0.118652,false,NA,NA
TR5335-c0_g1_i4,610,0.483607,0.064407,-0.212698,68,1.91452,153,0.118896,false,NA,NA
TR5335-c0_g1_i5,277,0.505415,-0.185714,0.167883,32,1.8736,92,0.060547,false,NA,NA
TR5336-c0_g1_i1,276,0.398551,0.0,-0.084337,20,1.824793,79,0.062012,true,0.135488,T04H1.2.2
TR5336-c0_g1_i2,277,0.400722,0.009009,-0.060241,20,1.798701,41,0.0625,true,0.111678,T04H1.2.2
TR5336-c0_g2_i1,689,0.436865,0.096346,0.036082,58,1.780838,229,0.148193,false,NA,NA
TR5337-c0_g1_i1,616,0.36039,-0.108108,0.0,35,1.770551,75,0.12915,true,0.230576,F01F1.14
TR5337-c0_g1_i2,572,0.361888,-0.130435,0.013699,32,1.738272,82,0.119141,true,0.113365,F01F1.1c
TR5337-c0_g2_i1,470,0.410638,0.098446,0.01083,52,2.650184,156,0.104248,true,0.234778,F01F1.1a
TR5338-c0_g1_i1,348,0.333333,0.017241,0.12931,30,3.104371,98,0.074463,false,NA,NA
TR5338-c0_g2_i1,673,0.451709,0.006579,-0.00271,74,2.155651,205,0.147461,false,NA,NA
TR5338-c0_g3_i1,301,0.315615,0.094737,0.165049,23,3.096154,82,0.064209,false,NA,NA
TR5339-c0_g1_i1,536,0.369403,-0.151515,-0.207101,35,1.959064,168,0.109131,false,NA,NA
TR5339-c0_g1_i2,599,0.348915,-0.157895,-0.179487,36,2.025169,168,0.116943,false,NA,NA
TR5339-c0_g2_i1,468,0.363248,0.058824,0.087248,37,2.405,133,0.10376,true,0.39648,ZK673.3
TR5339-c0_g3_i1,544,0.387868,-0.004739,0.075075,47,2.297215,162,0.120361,true,0.505176,ZK673.3
TR5340-c0_g1_i1,465,0.402151,0.037433,0.158273,38,2.024055,155,0.102783,true,0.22825,C01G6.6a.2
TR5340-c0_g1_i2,383,0.394256,0.033113,0.12931,27,1.816122,74,0.086426,false,NA,NA
TR5340-c0_g2_i1,259,0.3861,0.18,0.18239,22,2.355519,41,0.057373,true,0.508772,C01G6.6b.2
TR5341-c0_g1_i1,367,0.354223,0.230769,0.248945,27,2.47725,46,0.079102,true,0.315634,Y108G3AL.1d
TR5341-c0_g2_i1,437,0.475973,-0.192308,-0.213974,50,2.097734,145,0.095703,true,0.606944,Y108G3AL.1c
TR5342-c0_g1_i1,298,0.379195,-0.115044,-0.156757,22,2.08127,65,0.067139,true,0.150476,Y17G9B.5
TR5342-c0_g2_i1,254,0.389764,-0.111111,-0.251613,21,2.204132,84,0.057373,true,0.241905,Y17G9B.5
TR5342-c0_g2_i2,305,0.396721,-0.024793,-0.163043,26,2.167851,56,0.070068,false,NA,NA
TR5343-c0_g1_i1,458,0.353712,-0.111111,0.0,21,1.484259,95,0.101074,true,0.264273,F10E9.3
TR5343-c0_g2_i1,496,0.360887,-0.083799,-0.009464,24,1.496605,107,0.109131,true,0.258748,F10E9.3
TR5343-c0_g3_i1,274,0.386861,0.339623,0.392857,17,1.874447,91,0.05127,false,NA,NA
TR5343-c0_g3_i2,275,0.385455,0.283019,0.420118,17,1.809211,91,0.051514,false,NA,NA
TR5343-c0_g4_i1,593,0.468803,0.107914,-0.022222,55,1.707949,197,0.127441,true,0.546041,F10E9.3
TR5343-c0_g4_i2,510,0.460784,0.131915,0.018182,47,1.766917,114,0.111328,false,NA,NA
TR5343-c0_g4_i3,525,0.459048,0.136929,0.049296,48,1.768669,174,0.111328,false,NA,NA
TR5344-c0_g1_i1,397,0.345088,-0.036496,-0.069231,23,1.94857,85,0.085205,false,NA,NA
TR5344-c0_g2_i1,1414,0.389675,0.059891,-0.015064,111,2.075342,413,0.260254,true,1.001614,C27F2.10
TR5344-c0_g2_i2,1455,0.387629,0.067376,-0.023569,111,2.040158,369,0.266113,true,0.965295,C27F2.10
TR5345-c0_g1_i1,257,0.490272,0.253968,0.053435,20,1.384325,48,0.036377,false,NA,NA
TR5346-c0_g1_i1,507,0.38856,0.147208,0.141935,36,1.922882,160,0.109131,true,0.386667,T19B4.5
TR5346-c0_g2_i1,499,0.446894,0.147982,-0.115942,42,1.72352,137,0.107666,false,NA,NA
TR5346-c0_g3_i1,464,0.387931,0.111111,0.197183,34,1.972,154,0.100586,true,0.386667,T19B4.5
TR5347-c0_g1_i1,285,0.396491,0.256637,0.151163,15,1.433602,51,0.059326,false,NA,NA
TR5347-c0_g2_i1,244,0.393443,0.291667,0.202703,13,1.504744,35,0.050049,false,NA,NA
TR5347-c0_g3_i1,863,0.485516,0.140811,0.058559,125,2.507555,276,0.17627,true,0.501208,H25P06.1
TR5347-c0_g4_i1,275,0.414545,0.298246,0.118012,18,1.672297,35,0.059326,false,NA,NA
TR5348-c0_g1_i1,480,0.4,-0.0625,-0.284722,32,1.673203,139,0.101318,false,NA,NA
TR5348-c0_g1_i2,480,0.408333,-0.030612,-0.176056,33,1.65086,139,0.105225,false,NA,NA
TR5348-c0_g2_i1,755,0.482119,-0.093407,0.217391,84,1.931476,251,0.151855,true,0.427213,C25H3.6a
TR5349-c0_g1_i1,313,0.306709,-0.270833,-0.059908,10,1.466042,51,0.065918,false,NA,NA
TR5349-c0_g2_i1,667,0.371814,-0.120968,-0.026253,34,1.496799,211,0.139648,true,0.833333,C09D4.2
TR5349-c0_g2_i2,665,0.371429,-0.109312,-0.014354,33,1.456204,151,0.138428,true,0.620735,C09D4.2
TR5350-c0_g1_i1,231,0.424242,0.22449,0.142857,13,1.317105,57,0.051514,false,NA,NA
TR5351-c0_g1_i1,242,0.404959,0.020408,-0.027778,18,1.815,55,0.054199,false,NA,NA
TR5351-c0_g2_i1,242,0.409091,-0.030303,-0.034965,18,1.779412,55,0.053711,true,0.392019,Y54G2A.75
TR5351-c0_g3_i1,249,0.506024,-0.095238,0.073171,41,2.595728,83,0.057373,true,0.476526,Y54G2A.75
TR5352-c0_g1_i1,292,0.489726,0.146853,-0.020134,35,2.043183,97,0.06665,true,0.306165,F32A11.1
TR5352-c0_g2_i1,642,0.503115,-0.003096,-0.059561,86,2.116862,214,0.137451,true,0.672936,F32A11.1
TR5352-c0_g3_i1,409,0.391198,0.125,0.116466,37,2.402063,115,0.089355,false,NA,NA
TR5352-c0_g4_i1,408,0.382353,0.153846,0.142857,38,2.610101,114,0.087402,false,NA,NA
TR5353-c0_g1_i1,426,0.42723,0.120879,0.065574,38,1.983824,141,0.092529,true,0.265293,C04F5.9
TR5353-c0_g2_i1,386,0.38601,-0.04698,-0.21519,28,1.951607,128,0.081787,false,NA,NA
TR5353-c0_g3_i1,267,0.400749,0.28972,0.2,22,2.240275,88,0.058594,false,NA,NA
TR5353-c0_g3_i2,267,0.397004,0.358491,0.130435,20,2.181373,88,0.058838,false,NA,NA
TR5353-c0_g4_i1,386,0.38342,-0.013514,-0.176471,26,1.833059,108,0.08374,false,NA,NA
TR5354-c0_g1_i1,1864,0.400751,0.009371,-0.0188,139,1.857452,428,0.325684,true,0.874858,K03A1.2a
TR5354-c0_g1_i2,1863,0.403113,-0.027963,-0.057554,137,1.811562,543,0.320068,true,0.927759,K03A1.2a
TR5355-c0_g1_i1,838,0.494033,-0.062802,0.108491,102,2.002718,264,0.174805,true,0.687446,T06E6.2a.2
TR5355-c0_g2_i1,583,0.385935,-0.226667,0.005587,37,1.796685,89,0.117188,true,0.233507,T06E6.2b
TR5356-c0_g1_i1,512,0.384766,-0.045685,-0.003175,41,2.168147,170,0.109863,true,0.283029,C14A4.3
TR5356-c0_g2_i1,440,0.329545,0.062069,0.172881,20,1.680672,79,0.092041,false,NA,NA
TR5356-c0_g3_i1,399,0.33584,-0.029851,0.177358,19,1.690301,77,0.083984,true,0.1288,C14A4.3
TR5357-c0_g1_i1,490,0.514286,0.253968,0.403361,67,2.210477,162,0.094482,true,0.440831,T22H9.1b.2
TR5357-c0_g2_i1,255,0.388235,-0.191919,-0.025641,24,2.59322,52,0.05249,false,NA,NA
TR5357-c0_g3_i1,252,0.527778,-0.097744,-0.495798,47,2.70411,83,0.056152,true,0.226739,T22H9.1b.2
TR5357-c0_g3_i2,253,0.529644,-0.059701,-0.445378,48,2.714956,84,0.057617,false,NA,NA
TR5358-c0_g1_i1,478,0.420502,-0.174129,-0.205776,38,1.854605,39,0.093262,false,NA,NA
TR5358-c0_g1_i2,526,0.41635,-0.16895,-0.224756,42,1.896635,39,0.102051,false,NA,NA
TR5358-c0_g2_i1,489,0.417178,-0.088235,-0.164912,36,1.705318,157,0.098145,true,0.834215,F15B9.1
TR5359-c0_g1_i1,324,0.37963,-0.154472,0.134328,23,2.018418,51,0.069824,false,NA,NA
TR5359-c0_g2_i1,286,0.363636,-0.269231,0.164835,15,1.710526,54,0.060791,false,NA,NA
TR5359-c0_g3_i1,591,0.453469,-0.067164,0.034056,64,2.116028,94,0.129395,true,0.348039,Y75B8A.14
TR5359-c0_g3_i2,419,0.477327,0.01,0.013699,57,2.388539,139,0.093262,true,0.51348,Y75B8A.14
TR5360-c0_g1_i1,320,0.340625,-0.082569,-0.165877,23,2.494915,35,0.071045,false,NA,NA
TR5360-c0_g1_i2,321,0.339564,-0.045872,-0.066038,22,2.382591,35,0.070801,false,NA,NA
TR5361-c0_g1_i1,311,0.401929,0.04,-0.107527,18,1.435385,92,0.06958,true,0.200146,C23H3.4a.2
TR5361-c0_g1_i2,298,0.409396,0.065574,-0.147727,18,1.447773,98,0.067139,true,0.200146,C23H3.4a.2
TR5361-c0_g1_i3,298,0.40604,0.041322,-0.141243,18,1.46798,98,0.067383,true,0.200146,C23H3.4a.2
TR5361-c0_g1_i4,298,0.402685,0.05,-0.123596,18,1.493734,68,0.067139,true,0.191412,C23H3.4a.2
TR5362-c0_g1_i1,841,0.404281,-0.076471,-0.309381,70,2.049006,280,0.156494,true,0.428499,T05A12.3.2
TR5362-c0_g2_i1,226,0.39823,0.155556,0.352941,23,2.630567,53,0.047852,false,NA,NA
TR5362-c0_g2_i2,225,0.413333,0.268817,0.621212,27,3.028415,75,0.044678,false,NA,NA
TR5362-c0_g3_i1,823,0.404617,-0.093093,-0.289796,69,2.066334,274,0.15332,true,0.410178,T05A12.3.2
TR5362-c0_g4_i1,842,0.404988,-0.108504,-0.257485,73,2.139585,231,0.157227,true,0.401018,T05A12.3.2
TR5363-c0_g1_i1,1171,0.437233,0.011719,0.168437,136,2.430387,197,0.230225,false,NA,NA
TR5363-c0_g1_i2,1413,0.438783,0.009677,0.17024,159,2.338065,444,0.269287,true,0.531337,Y37E11AL.8
TR5363-c0_g2_i1,445,0.41573,-0.048649,-0.053846,43,2.241682,105,0.097168,false,NA,NA
TR5363-c0_g3_i1,445,0.41573,-0.027027,-0.046154,43,2.238012,148,0.097412,false,NA,NA
TR5364-c0_g1_i1,245,0.408163,0.06,0.158621,21,2.065436,43,0.054932,true,0.119048,F19C7.1
TR5364-c0_g2_i1,261,0.383142,0.16,0.043478,14,1.5,57,0.058838,true,0.216792,F19C7.1
TR5364-c0_g3_i1,742,0.510782,-0.087071,-0.019284,96,1.998765,246,0.157227,true,0.814536,F19C7.1
TR5364-c0_g3_i2,827,0.478839,-0.040404,0.044084,89,1.880506,216,0.176025,true,0.814536,F19C7.1
TR5365-c0_g1_i1,574,0.405923,0.11588,-0.108504,43,1.843316,155,0.125488,true,0.879473,D1086.10a
TR5365-c0_g1_i2,573,0.404887,0.034483,-0.11437,43,1.833259,79,0.125,true,0.811676,D1086.10a
TR5365-c0_g2_i1,625,0.4,0.128,-0.114667,44,1.789316,172,0.133057,true,0.890034,D1086.10c
TR5365-c1_g1_i1,352,0.363636,-0.015625,-0.026786,28,2.406838,49,0.078369,true,0.170676,D1086.6
TR5365-c1_g1_i2,418,0.389952,-0.141104,0.105882,31,1.990476,54,0.086426,false,NA,NA
TR5365-c1_g1_i3,352,0.363636,0.03125,-0.008929,25,2.150538,39,0.077881,false,NA,NA
TR5365-c1_g1_i4,261,0.429119,-0.375,0.087248,20,1.93692,54,0.053711,true,0.095074,D1086.6
TR5366-c0_g1_i1,360,0.358333,-0.03876,-0.021645,27,2.339913,78,0.074707,false,NA,NA
TR5366-c0_g2_i1,690,0.44058,-0.072368,-0.119171,58,1.741287,215,0.143555,true,0.612689,K12H4.3
TR5366-c0_g3_i1,360,0.383333,-0.028986,0.072072,31,2.346016,104,0.076904,true,0.175189,K12H4.3
