name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TR8005_c0_g2_i1,0.875188,0,274,11,7,6,4,2,0.810657
TR8006_c0_g1_i1,0.852747,2,595,10,10,10,4,66,0.982446
TR8006_c0_g1_i2,1,1,283,1,1,1,0,186,0.997424
TR8006_c0_g1_i3,0.828571,0,429,1,1,1,1,279,0.996733
TR8006_c0_g1_i4,0.657143,0,450,0,0,0,0,374,0.997424
TR8006_c0_g1_i5,0.897143,4,518,16,15,15,6,94,0.975286
TR8006_c0_g1_i6,1,0,527,0,0,0,0,433,0.997424
TR8006_c0_g1_i7,1,1,450,1,1,1,0,389,0.997424
TR8006_c0_g1_i8,0.618634,5,361,6,5,5,0,0,0.807449
TR8006_c0_g1_i9,1,0,518,1,1,0,0,421,0.997424
TR8007_c0_g1_i1,1,0,240,0,0,0,0,240,0.997424
TR8007_c0_g2_i1,0.785714,3,265,21,21,17,7,6,0.858372
TR8007_c0_g3_i1,0.826286,1,464,38,35,30,16,0,0.900527
TR8007_c0_g4_i1,0.875238,0,285,17,14,12,10,6,0.901251
TR8008_c0_g1_i1,0.94026,0,341,5,3,3,2,0,0.954757
TR8008_c0_g1_i2,0.901066,9,242,37,24,22,9,0,0.810046
TR8009_c0_g1_i1,0.771429,3,350,18,10,8,5,159,0.0558664
TR8009_c0_g2_i1,0.797644,3,557,46,40,39,16,72,0.0695974
TR8009_c0_g2_i2,0.862512,2,692,288,280,268,146,0,0.307344
TR8010_c0_g1_i1,0.57788,1,524,14,6,6,2,61,0.267902
TR8010_c0_g2_i1,0.872612,10,1043,170,169,155,81,18,0.735668
TR8010_c0_g3_i1,0.88215,1,2219,250,248,245,163,6,0.881926
TR8010_c0_g3_i2,0.861953,0,1919,181,177,177,99,32,0.794219
TR8011_c0_g1_i1,0.757143,0,263,2,2,2,0,137,0.958685
TR8011_c0_g2_i1,1,0,348,0,0,0,0,348,0.997424
TR8011_c0_g2_i2,0.829286,2,665,14,14,13,5,41,0.918939
TR8011_c0_g2_i3,0.991837,0,345,2,2,2,1,81,0.993099
TR8011_c0_g2_i4,0.942857,0,662,2,1,1,1,467,0.997062
TR8011_c0_g3_i1,0.486735,0,271,12,6,4,1,18,0.427279
TR8011_c0_g4_i1,0.919048,2,485,3,3,3,1,90,0.991514
TR8011_c0_g4_i2,0.912088,5,482,7,7,5,1,33,0.991354
TR8012_c0_g1_i1,0.937714,3,372,24,19,18,9,30,0.801413
TR8012_c0_g1_i2,1,2,273,2,2,2,0,176,0.96298
TR8012_c0_g1_i3,0.481203,10,316,21,14,13,0,6,0.727844
TR8013_c0_g1_i1,0.373488,2,371,9,7,6,2,2,0.20936
TR8013_c0_g1_i2,0.384332,2,475,9,4,2,0,75,0.465489
TR8013_c0_g1_i3,0.554153,2,692,52,51,46,18,4,0.684432
TR8013_c0_g1_i4,0.552693,0,729,19,13,13,10,82,0.974186
TR8014_c1_g1_i1,0.859549,8,1191,575,558,511,292,0,0.787844
TR8015_c0_g1_i1,0.82619,0,467,4,3,2,1,127,0.962634
TR8015_c0_g1_i2,0.810738,34,422,37,35,34,1,16,0.764474
TR8015_c0_g1_i3,0.808036,9,386,10,10,9,0,14,0.333859
TR8015_c0_g1_i4,0.874725,5,422,8,7,6,2,66,0.648673
TR8016_c0_g1_i1,0.875313,1,1793,676,675,674,403,42,0.603286
TR8016_c0_g1_i2,0.671429,0,1793,2,2,2,0,1678,0.997293
TR8016_c0_g1_i3,0.843452,7,255,16,12,11,0,25,0.510202
TR8016_c0_g1_i4,0.846418,80,255,106,87,79,4,2,0.839235
TR8016_c0_g1_i5,0.852142,42,1764,916,901,817,443,0,0.790565
TR8017_c0_g1_i1,0.777143,3,257,4,3,3,0,24,0.7487
TR8017_c0_g1_i2,0.498277,1,254,7,3,3,0,0,0.065802
TR8017_c0_g1_i3,0.83746,10,235,11,10,10,0,0,0.318794
TR8017_c0_g1_i4,1,0,310,0,0,0,0,310,0.997424
TR8017_c0_g2_i1,0.836735,2,254,5,3,3,0,22,0.866287
TR8017_c0_g2_i2,0.642857,1,258,2,1,1,0,74,0.44142
TR8018_c0_g1_i1,0.85,14,288,22,17,16,1,0,0.812373
TR8018_c0_g1_i2,0.86062,28,402,131,110,90,36,0,0.838382
TR8018_c0_g2_i1,0.814658,20,692,99,95,90,36,0,0.865924
TR8018_c0_g2_i2,0.814286,4,268,8,7,6,1,28,0.170738
TR8018_c0_g2_i3,0.826601,1,581,11,11,11,3,46,0.980403
TR8018_c0_g2_i4,0.843214,28,267,39,32,24,1,28,0.076387
TR8019_c0_g1_i1,0.878571,2,412,5,4,4,1,73,0.630431
TR8019_c0_g1_i2,0.773068,25,447,53,49,40,11,14,0.547811
TR8019_c0_g2_i1,0.82519,24,456,70,65,54,23,0,0.517394
TR8019_c0_g2_i2,0.807538,76,311,203,184,137,44,0,0.837894
TR8019_c0_g2_i3,0.767606,6,311,73,48,39,15,2,0.437025
TR8019_c0_g2_i4,0.873102,21,391,651,564,542,324,0,0.214677
TR8020_c0_g1_i1,0.900752,0,291,10,10,9,7,0,0.917307
TR8020_c0_g2_i1,0.813534,3,376,6,6,4,0,11,0.983886
TR8020_c0_g2_i2,0.814286,3,334,7,4,4,1,1,0.844294
TR8020_c0_g2_i3,0.754286,2,327,2,2,2,0,66,0.336588
TR8021_c0_g1_i1,0.689286,0,778,3,2,2,1,406,0.996316
TR8021_c0_g1_i2,0.846753,1,883,15,14,13,7,212,0.823685
TR8021_c0_g1_i3,0.826601,7,863,42,40,35,14,0,0.576318
TR8021_c0_g2_i1,0.74958,7,440,10,7,6,0,200,0.0876085
TR8022_c0_g1_i1,0.834286,0,489,41,40,40,20,0,0.838159
TR8022_c0_g1_i2,0.776923,2,676,13,13,11,6,132,0.917001
TR8022_c0_g2_i1,0.888722,2,469,7,7,6,4,109,0.922133
TR8022_c0_g3_i1,0.886429,15,398,27,25,20,3,48,0.403361
TR8023_c0_g1_i1,0.535065,1,295,3,1,1,0,94,0.0792493
TR8023_c0_g2_i1,0.890286,2,1146,59,58,56,30,25,0.896577
TR8023_c0_g2_i2,0.451886,71,735,154,114,41,22,53,0.42128
TR8023_c0_g2_i3,0.366622,19,435,69,39,20,6,57,0.332236
TR8024_c0_g1_i1,0.860829,10,369,21,21,19,4,2,0.883394
TR8024_c0_g1_i2,1,0,368,0,0,0,0,180,0.997424
TR8024_c0_g1_i3,0.876786,3,317,7,7,7,0,0,0.808825
TR8024_c0_g1_i4,1,0,316,0,0,0,0,316,0.997424
TR8024_c0_g1_i5,0.907143,7,372,9,7,7,0,15,0.835304
TR8024_c0_g1_i6,1,0,373,0,0,0,0,373,0.997424
TR8025_c0_g1_i1,0.77561,9,363,15,13,10,4,115,0.786175
TR8025_c0_g1_i2,0.680952,0,411,3,1,1,0,36,0.919021
TR8026_c0_g1_i1,0.855357,20,339,172,149,129,62,0,0.0644741
TR8026_c0_g2_i1,0.835197,13,238,21,19,15,2,13,0.316877
TR8026_c0_g2_i2,0.840336,6,229,22,12,9,3,4,0.897292
TR8026_c0_g3_i1,0.81147,11,377,152,115,97,45,19,0.555006
TR8027_c0_g1_i1,0.865934,3,1901,1096,1090,1082,633,0,0.847986
TR8027_c0_g1_i2,0.865851,3,1902,233,230,217,125,86,0.819384
TR8028_c0_g1_i1,0.851852,5,514,10,10,10,1,6,0.947366
TR8028_c0_g2_i1,0.822373,14,932,85,82,76,30,27,0.588937
TR8028_c0_g2_i2,0.843429,1,931,14,13,8,9,328,0.935408
TR8029_c0_g1_i1,0.8,0,258,0,0,0,0,124,0.994208
TR8029_c0_g1_i2,0.754921,3,256,8,7,6,3,10,0.356042
TR8029_c0_g1_i3,0.792857,3,258,8,3,0,0,39,0.707329
TR8029_c0_g1_i4,0.584066,4,244,5,4,0,0,0,0.457838
TR8029_c0_g1_i5,0.628571,0,244,2,0,0,0,125,0.994858
TR8029_c0_g1_i6,0.8,0,256,0,0,0,0,210,0.997424
TR8030_c0_g1_i1,0.83207,0,256,30,22,17,9,2,0.775533
TR8031_c0_g1_i1,0.97551,0,518,2,2,2,0,288,0.973447
TR8031_c0_g2_i1,1,1,457,1,1,1,0,266,0.939106
TR8031_c0_g3_i1,0.845421,16,472,20,19,14,0,13,0.779986
TR8032_c0_g1_i1,0.819984,19,457,59,56,51,19,0,0.175271
TR8032_c0_g1_i2,0.828534,92,457,347,317,260,115,3,0.251639
TR8032_c0_g2_i1,0.886869,7,715,574,542,499,303,0,0.0927856
TR8033_c0_g1_i1,0.889714,4,325,78,71,61,33,33,0.0519406
TR8033_c0_g2_i1,0.844561,0,403,114,104,88,49,5,0.575598
TR8034_c0_g1_i1,0.829984,1,335,83,81,73,45,7,0.832928
TR8034_c0_g2_i1,0.884943,13,334,386,380,354,194,0,0.523852
TR8035_c0_g1_i1,0.887841,2,609,141,141,139,83,13,0.445795
TR8035_c0_g1_i2,0.882661,1,623,63,62,62,32,0,0.752208
TR8035_c0_g1_i3,0.863625,3,610,62,59,52,27,69,0.29058
TR8036_c0_g1_i1,0.654422,0,268,12,8,6,3,9,0.97365
TR8037_c0_g1_i1,0.771429,0,726,1,1,1,1,628,0.997055
TR8037_c0_g1_i2,0.852427,3,590,49,48,45,22,0,0.826125
TR8037_c0_g1_i3,0.87234,5,373,9,9,9,2,0,0.869633
TR8037_c0_g1_i4,0.868275,15,509,38,38,37,14,0,0.910411
TR8037_c0_g2_i1,0.357143,0,248,0,0,0,0,97,0.997314
TR8037_c0_g2_i2,0.708571,3,252,7,4,2,0,11,0.949763
TR8038_c0_g1_i1,0.821429,2,270,11,11,9,5,0,0.86344
TR8038_c0_g1_i2,0.873252,10,652,124,123,117,67,1,0.666676
TR8038_c0_g1_i3,0.821905,3,296,9,8,8,0,4,0.956881
TR8038_c0_g1_i4,0.594425,5,244,18,11,5,1,8,0.79897
TR8038_c0_g2_i1,0.881905,3,254,9,4,4,1,13,0.869552
TR8038_c0_g2_i2,0.865714,5,290,15,10,9,2,2,0.885362
TR8038_c0_g3_i1,0.864691,23,301,876,734,623,398,0,0.717255
TR8038_c0_g4_i1,0.839919,3,257,158,128,99,37,2,0.171031
TR8038_c0_g5_i1,0.85236,4,363,367,294,261,147,1,0.570677
TR8038_c0_g6_i1,0.870528,1,418,54,53,50,29,10,0.733148
TR8039_c0_g1_i1,0.820862,2,326,33,32,28,14,0,0.59291
TR8040_c0_g1_i1,0.870455,27,425,38,31,30,3,0,0.827754
TR8040_c0_g1_i2,0.857143,1,424,3,1,1,0,205,0.934358
TR8040_c0_g2_i1,0.331543,44,325,66,44,4,0,21,0.0836175
TR8040_c0_g2_i2,0.902857,0,328,3,1,1,1,199,0.239407
TR8041_c0_g1_i1,0.677816,11,369,58,32,14,8,18,0.13611
TR8041_c0_g2_i1,0.914286,22,331,56,45,33,11,27,0.455385
TR8042_c0_g1_i1,0.854497,1,580,75,75,72,34,13,0.661557
TR8042_c0_g1_i2,0.901299,2,581,39,39,35,25,24,0.349089
TR8042_c0_g1_i3,0.881429,0,741,20,20,19,11,116,0.589436
TR8043_c0_g1_i1,0.680952,0,268,0,0,0,0,44,0.986985
TR8043_c0_g1_i2,0.822774,22,354,22,22,19,0,6,0.802965
TR8043_c0_g1_i3,0.787302,5,354,8,6,5,0,9,0.937145
TR8043_c0_g1_i4,1,0,268,0,0,0,0,268,0.997424
TR8043_c0_g2_i1,0.901718,0,958,141,141,139,93,45,0.844464
TR8043_c0_g2_i2,0.887579,1,807,161,158,153,88,11,0.463597
TR8043_c0_g2_i3,0.884289,2,942,208,207,204,121,23,0.831701
TR8043_c0_g2_i4,0.878471,9,912,597,576,539,329,3,0.664347
TR8044_c0_g1_i1,0.843516,5,1089,366,323,301,189,1,0.931208
TR8044_c0_g1_i2,0.853908,1,1084,96,87,85,52,1,0.897885
TR8044_c0_g1_i3,0.859146,25,1084,1020,895,818,513,0,0.914422
TR8044_c0_g2_i1,0.858751,5,2717,772,761,750,415,4,0.784857
TR8044_c0_g2_i2,0.886166,4,648,161,130,126,83,1,0.575979
TR8044_c0_g2_i3,0.861713,6,2758,396,389,364,220,1,0.952766
TR8045_c0_g1_i1,0.842771,4,490,179,156,132,74,0,0.687564
TR8046_c0_g1_i1,1,0,405,0,0,0,0,405,0.997424
TR8046_c0_g1_i2,0.844788,13,369,13,13,13,0,11,0.883758
TR8046_c0_g1_i3,0.900893,6,405,8,8,7,1,16,0.908751
TR8046_c0_g1_i4,0.933333,1,369,1,1,1,0,132,0.997025
TR8046_c0_g2_i1,0.882857,0,485,15,15,14,10,15,0.917544
TR8047_c0_g1_i1,0.824398,0,717,42,42,42,19,45,0.953218
TR8047_c0_g1_i2,0.866307,4,512,25,25,23,9,0,0.851167
TR8047_c0_g2_i1,0.928571,1,351,3,3,1,0,117,0.203645
TR8048_c0_g1_i1,0.343271,0,342,5,5,5,0,0,0.136788
TR8048_c0_g2_i1,0.900139,1,629,52,46,44,29,10,0.776001
TR8048_c0_g3_i1,0.791429,0,675,8,8,8,5,63,0.980357
TR8048_c0_g4_i1,0.749351,0,616,21,19,16,5,86,0.981175
TR8049_c0_g1_i1,0.650691,2,333,7,6,6,0,37,0.153834
TR8049_c0_g2_i1,0.779762,8,276,8,8,6,0,67,0.886594
TR8049_c0_g3_i1,0.83617,54,368,59,58,52,3,0,0.353455
TR8049_c0_g3_i2,0.828571,10,389,29,25,22,4,71,0.128477
TR8050_c0_g1_i1,0.789796,0,263,3,3,3,2,1,0.431782
TR8050_c0_g2_i1,0.833942,18,276,52,42,40,11,1,0.690083
TR8050_c0_g3_i1,0.780571,7,241,10,8,7,1,2,0.488237
TR8050_c0_g4_i1,0.990476,0,277,3,2,2,2,61,0.939501
TR8051_c0_g1_i1,0.554823,13,266,18,16,16,0,2,0.0809826
TR8051_c0_g1_i2,0.616725,7,449,30,30,28,14,3,0.234736
TR8051_c0_g1_i3,0.620795,3,358,18,18,16,10,10,0.2338
TR8051_c0_g2_i1,0.94216,6,224,17,11,11,4,3,0.907642
TR8051_c0_g3_i1,0.8,3,402,22,20,15,4,0,0.872725
TR8051_c0_g4_i1,0.84986,5,225,26,18,14,6,0,0.884921
TR8052_c0_g1_i1,0.91746,3,268,16,8,8,3,13,0.678343
TR8052_c0_g2_i1,0.549626,7,224,17,7,6,0,0,0.119362
TR8052_c0_g1_i2,0.82459,2,268,68,43,38,14,0,0.246708
TR8052_c0_g3_i1,0.899248,3,515,30,28,27,12,18,0.73231
TR8052_c0_g3_i2,0.911779,5,514,27,26,25,9,28,0.854979
TR8053_c0_g1_i1,0.911905,0,352,6,6,5,4,149,0.10076
TR8053_c0_g2_i1,1,0,368,0,0,0,0,284,0.997424
TR8053_c0_g3_i1,0.759184,2,422,3,3,2,0,128,0.986894
TR8053_c0_g3_i2,0.871125,5,385,18,14,10,4,0,0.214575
TR8053_c0_g4_i1,0.980952,0,367,0,0,0,0,138,0.997175
TR8053_c0_g5_i1,0.83318,7,567,13,13,9,0,20,0.587623
TR8053_c0_g5_i2,0.585714,0,292,2,0,0,0,83,0.954258
TR8054_c0_g1_i1,0.830672,0,588,31,29,29,13,99,0.807843
TR8054_c0_g2_i1,0.853321,7,532,126,126,124,53,6,0.656573
TR8054_c0_g2_i2,0.836667,6,552,24,24,23,6,34,0.796327
TR8054_c0_g2_i3,0.861417,4,532,59,56,50,26,2,0.6288
TR8054_c0_g3_i1,0.86798,0,547,56,55,54,31,3,0.60006
TR8055_c0_g1_i1,0.826566,21,307,30,28,21,3,1,0.688318
TR8055_c0_g1_i2,0.866869,73,478,111,107,93,22,18,0.385491
TR8055_c0_g1_i3,0.766458,54,547,384,360,301,120,7,0.675881
TR8056_c0_g1_i1,0.561905,0,346,1,0,0,0,179,0.990283
TR8056_c0_g2_i1,0.621939,3,345,13,8,6,1,0,0.945484
TR8057_c0_g1_i1,0.899539,10,235,13,12,12,1,0,0.661485
TR8057_c0_g1_i2,0.857143,5,235,8,6,5,0,15,0.702485
TR8058_c0_g1_i1,0.79,0,658,17,17,17,7,341,0.0714876
TR8058_c0_g2_i1,0.86611,12,1311,740,722,644,379,0,0.859383
TR8058_c0_g3_i1,0.852788,7,659,268,251,217,124,0,0.12846
TR8059_c0_g1_i1,0.825992,26,286,37,27,26,0,1,0.840627
TR8059_c0_g1_i2,0.806015,19,286,21,19,19,0,11,0.830078
TR8059_c0_g2_i1,0.798961,3,521,25,25,22,11,35,0.924922
TR8059_c0_g3_i1,0.835294,6,301,45,40,28,19,14,0.402571
TR8059_c0_g4_i1,0.841499,5,521,173,167,147,77,0,0.530462
TR8059_c0_g5_i1,0.953917,2,418,4,4,4,2,7,0.747911
TR8059_c0_g5_i2,0.881838,50,418,110,81,68,17,1,0.714385
TR8060_c0_g1_i1,0.628571,0,273,1,1,1,0,169,0.996553
TR8060_c0_g2_i1,0.82449,4,318,5,5,5,0,5,0.990261
TR8060_c0_g2_i2,0.937143,7,343,7,7,7,0,13,0.915072
TR8060_c0_g2_i3,0.851429,2,344,2,2,2,0,37,0.989327
TR8060_c0_g2_i4,0.871429,0,319,1,1,1,0,203,0.995623
TR8060_c0_g3_i1,0.828571,0,292,8,7,6,4,0,0.110528
TR8061_c0_g1_i1,0.847619,0,402,4,4,4,2,112,0.740983
TR8061_c0_g2_i1,0.613571,0,235,8,6,6,1,0,0.403174
TR8061_c0_g3_i1,0.858929,0,256,7,6,6,3,4,0.948256
TR8061_c0_g4_i1,0.888776,0,275,12,12,12,8,15,0.927705
TR8061_c0_g5_i1,0.861714,0,255,13,11,9,5,8,0.919412
TR8061_c0_g6_i1,0.885714,1,401,27,25,24,13,0,0.949576
TR8061_c0_g7_i1,0.847059,0,310,9,8,8,5,12,0.872379
TR8061_c0_g8_i1,0.571429,1,300,1,1,1,0,93,0.173524
TR8061_c0_g8_i2,0.882857,5,397,8,6,5,0,44,0.554621
TR8061_c0_g8_i3,0.942857,0,246,0,0,0,0,152,0.997424
TR8061_c0_g9_i1,0.827027,1,561,13,8,8,4,7,0.894571
TR8061_c0_g10_i1,0.709524,0,388,1,0,0,0,85,0.995655
TR8062_c0_g1_i1,0.854987,7,554,79,64,56,31,35,0.0652223
TR8062_c0_g1_i2,0.840226,43,554,97,94,87,22,26,0.544666
TR8062_c0_g2_i1,0.876923,11,412,15,15,13,1,1,0.184252
TR8062_c0_g3_i1,0.866234,36,374,48,44,39,5,3,0.852306
TR8062_c0_g3_i2,0.854221,26,374,38,36,29,6,1,0.814515
TR8062_c0_g4_i1,0.870291,0,596,51,48,48,27,6,0.866486
TR8062_c0_g4_i2,0.876416,2,595,84,80,75,38,0,0.911309
TR8063_c0_g1_i1,0.870526,32,323,271,219,197,99,2,0.772551
TR8063_c0_g1_i2,0.817547,36,322,70,54,49,10,1,0.871322
TR8063_c0_g2_i1,0.718237,10,227,38,15,9,2,1,0.823607
TR8063_c0_g3_i1,0.829896,10,533,134,118,109,60,0,0.110969
TR8063_c0_g4_i1,0.863243,15,727,459,443,411,233,0,0.960866
TR8063_c0_g4_i2,0.832804,3,726,65,58,53,30,0,0.979085
TR8063_c0_g5_i1,0.754994,5,534,61,54,44,16,107,0.0668591
TR8064_c0_g1_i1,0.88898,2,276,17,17,15,10,5,0.834629
TR8064_c0_g2_i1,0.690909,0,224,5,4,4,1,7,0.956981
TR8064_c0_g3_i1,0.614286,4,278,21,12,9,6,2,0.549014
TR8064_c0_g3_i2,0.900809,3,276,21,21,21,9,9,0.630396
TR8065_c0_g1_i1,0.836923,1,544,34,33,25,15,0,0.839994
TR8065_c0_g2_i1,0.808163,3,483,6,5,5,1,99,0.530767
TR8065_c0_g2_i2,0.842547,21,555,30,30,28,6,11,0.44251
TR8065_c0_g2_i3,0.879803,1,482,14,13,12,6,130,0.650386
TR8066_c0_g1_i1,1,0,364,0,0,0,0,153,0.983681
TR8066_c0_g1_i2,0.790274,7,448,18,15,13,2,6,0.89878
TR8067_c0_g1_i1,0.838095,0,276,5,5,5,3,51,0.242536
TR8067_c0_g2_i1,0.847458,12,297,22,14,12,1,22,0.50127
TR8067_c0_g3_i1,0.778316,27,296,40,29,25,1,26,0.528207
TR8067_c0_g4_i1,0.763636,2,283,7,6,4,1,40,0.561204
TR8068_c0_g1_i1,0.869098,1,803,134,130,125,70,0,0.818102
TR8068_c0_g1_i2,0.842406,2,552,43,43,41,19,21,0.693816
TR8068_c0_g2_i1,0.948571,2,282,2,2,2,0,105,0.176378
TR8069_c0_g1_i1,0.423961,44,505,116,82,34,18,1,0.433322
TR8069_c0_g2_i1,0.72381,4,380,5,4,4,0,69,0.654356
TR8069_c0_g2_i2,0.836073,33,446,45,41,38,2,8,0.47356
TR8069_c0_g3_i1,0.885714,0,267,0,0,0,0,175,0.997424
TR8070_c0_g1_i1,0.438134,114,272,189,125,11,3,0,0.178192
TR8070_c0_g2_i1,0.919286,1,286,21,20,17,12,7,0.717503
TR8070_c0_g3_i1,0.930502,0,347,19,17,16,11,149,0.49526
TR8070_c0_g4_i1,0.487882,68,253,105,70,13,0,3,0.0684152
TR8070_c0_g4_i2,0.917647,3,244,4,3,3,0,1,0.919174
TR8070_c0_g4_i3,0.985714,0,244,0,0,0,0,56,0.997424
TR8070_c0_g5_i1,0.376055,467,257,597,493,24,12,0,0.0898745
TR8071_c0_g1_i1,0.468738,1,438,4,4,4,3,3,0.0789797
TR8071_c0_g1_i2,0.87033,2,490,5,5,5,2,60,0.987988
TR8071_c0_g1_i3,1,0,439,0,0,0,0,439,0.997424
TR8071_c0_g1_i4,0.471429,0,489,0,0,0,0,403,0.953505
TR8071_c1_g1_i1,0.879121,2,313,7,7,5,3,0,0.963276
TR8072_c0_g1_i1,0.974026,1,322,4,2,1,0,113,0.16237
TR8072_c0_g1_i2,0.860627,2,525,20,20,18,9,22,0.952041
TR8072_c0_g2_i1,0.726316,1,235,11,5,4,3,0,0.795655
TR8073_c0_g1_i1,1,0,349,1,1,1,1,211,0.99611
TR8073_c0_g2_i1,0.915074,1,578,74,71,64,45,42,0.70724
TR8074_c0_g1_i1,0.611765,8,316,26,19,12,3,50,0.380211
TR8074_c0_g2_i1,0.889796,3,262,4,3,3,0,6,0.887564
TR8074_c0_g3_i1,1,0,414,0,0,0,0,414,0.997424
TR8074_c0_g3_i2,0.639286,2,301,2,2,2,0,55,0.965118
TR8074_c0_g3_i3,0.776786,5,413,8,6,5,1,11,0.966707
TR8074_c0_g3_i4,0.885714,0,226,0,0,0,0,135,0.997424
TR8074_c0_g3_i5,0.757143,2,227,3,3,2,0,76,0.675098
TR8075_c0_g1_i1,0.735238,1,492,5,4,3,1,22,0.969829
TR8075_c0_g2_i1,0.811429,4,449,5,4,3,0,157,0.597638
TR8075_c0_g3_i1,0.896,0,328,34,33,32,20,0,0.808878
TR8075_c0_g3_i2,1,0,261,0,0,0,0,261,0.997424
TR8075_c0_g3_i3,0.837714,5,385,35,34,33,13,10,0.819574
TR8075_c0_g3_i4,0.766667,2,261,5,5,5,0,53,0.960331
TR8075_c0_g3_i5,0.810256,3,385,18,17,16,7,9,0.663793
TR8076_c0_g1_i1,0.861964,6,960,454,426,381,220,0,0.738107
TR8077_c0_g1_i1,0.597321,3,276,19,5,5,1,31,0.155682
TR8077_c0_g2_i1,0.89418,12,276,47,26,22,9,0,0.175976
TR8078_c0_g1_i1,0.701401,18,414,22,22,22,1,26,0.899768
TR8078_c0_g2_i1,0.766327,18,413,35,29,26,6,0,0.924885
TR8078_c0_g3_i1,0.878355,10,1004,492,481,458,270,1,0.955687
TR8078_c0_g3_i2,0.844178,1,714,178,169,159,87,3,0.971728
TR8079_c0_g1_i1,0.883022,0,1115,96,95,88,45,0,0.786477
TR8079_c0_g2_i1,0.886184,0,954,141,140,138,87,3,0.607479
TR8079_c0_g3_i1,0.866711,0,1028,107,102,98,58,32,0.594744
TR8080_c0_g1_i1,0.917143,1,396,4,4,4,1,176,0.585451
TR8080_c0_g1_i2,0.894089,9,396,23,19,16,5,132,0.377658
TR8080_c0_g2_i1,0.493929,1,246,3,1,1,0,10,0.623729
TR8081_c0_g1_i1,0.784935,1,250,27,25,20,9,6,0.908746
TR8081_c0_g2_i1,0.903759,2,226,8,7,7,2,1,0.791568
TR8081_c0_g3_i1,0.810084,1,269,9,9,7,5,84,0.95892
TR8081_c0_g4_i1,0.73985,0,228,11,9,8,4,0,0.925043
TR8082_c0_g1_i1,0.746939,1,432,1,1,1,0,5,0.800457
TR8082_c0_g1_i2,0.805871,15,452,18,16,15,1,8,0.926123
TR8082_c0_g1_i3,0.809524,1,453,2,1,1,0,110,0.836901
TR8083_c0_g1_i1,0.818667,4,457,22,21,21,8,2,0.831465
TR8083_c0_g1_i2,0.747227,15,295,31,18,14,0,1,0.938133
TR8084_c0_g1_i1,0.908571,0,382,24,23,23,13,0,0.649586
TR8084_c0_g2_i1,0.924311,2,1032,29,27,25,14,156,0.857935
TR8084_c0_g2_i2,0.896864,0,1033,59,59,55,37,0,0.926369
TR8085_c0_g1_i1,0.788378,0,295,32,30,26,7,4,0.921757
TR8086_c0_g1_i1,0.873752,2,680,271,262,254,163,0,0.546864
TR8086_c0_g2_i1,0.816931,0,604,28,25,24,16,33,0.809346
TR8087_c0_g1_i1,0.766071,0,428,14,11,11,5,5,0.841229
TR8087_c0_g2_i1,0.806593,4,325,7,7,6,1,24,0.93215
TR8087_c0_g2_i2,0.990476,0,292,1,1,0,0,192,0.839008
TR8088_c0_g1_i1,0.731778,13,451,20,16,13,1,0,0.936721
TR8088_c0_g1_i2,0.796337,6,451,14,11,11,2,58,0.976746
TR8088_c0_g1_i3,0.722857,1,251,4,2,2,1,8,0.98134
TR8089_c0_g1_i1,0.871056,2,596,53,53,51,25,2,0.891663
TR8089_c0_g2_i1,0.846549,1,597,40,40,39,19,7,0.87595
TR8089_c0_g3_i1,0.868401,2,596,116,114,113,58,8,0.515667
TR8089_c0_g4_i1,0.825714,1,597,40,34,30,15,4,0.85673
TR8089_c0_g5_i1,0.77722,8,289,35,32,27,2,0,0.433602
TR8089_c0_g5_i2,0.774026,5,298,16,15,9,3,15,0.404388
TR8090_c0_g1_i1,0.866555,3,272,136,112,98,53,0,0.767321
TR8090_c0_g2_i1,0.819126,1,267,59,53,46,21,0,0.334757
TR8091_c0_g1_i1,0.855607,1,992,141,136,122,65,0,0.855917
TR8092_c0_g1_i1,0.864099,7,1207,799,765,702,402,0,0.95841
TR8092_c0_g2_i1,0.882348,30,524,133,111,102,51,0,0.387509
TR8092_c0_g3_i1,0.852381,0,378,0,0,0,0,239,0.818661
TR8093_c0_g1_i1,0.80381,6,294,8,7,6,1,34,0.935219
TR8093_c0_g2_i1,0.835294,4,288,8,7,7,1,41,0.920673
TR8093_c1_g1_i1,0.775714,1,228,23,17,13,4,2,0.572782
TR8093_c1_g2_i1,0.812698,0,322,16,14,8,7,0,0.211306
TR8094_c0_g1_i1,0.811268,2,859,32,32,28,17,47,0.404568
TR8094_c0_g1_i2,0.585897,1,579,42,39,39,23,4,0.411415
TR8094_c0_g1_i3,0.61379,0,579,26,26,26,18,3,0.349246
TR8094_c0_g1_i4,0.879481,0,841,26,25,25,19,226,0.798088
TR8094_c0_g2_i1,0.789504,1,258,22,21,19,10,0,0.924827
TR8095_c0_g1_i1,1,0,565,1,1,1,1,437,0.997193
TR8095_c0_g1_i2,1,0,521,0,0,0,0,402,0.997061
TR8095_c0_g1_i3,0.849395,18,474,18,18,17,0,17,0.903309
TR8095_c0_g1_i4,1,0,519,0,0,0,0,425,0.997424
TR8095_c0_g1_i5,0.803571,1,520,4,4,4,1,322,0.995605
TR8095_c0_g1_i6,0.947899,0,566,7,7,7,5,75,0.986674
TR8096_c0_g1_i1,0.892208,1,247,24,20,18,11,0,0.370662
