name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TR4956-c0_g1_i3,0.730952,2,468,11,6,5,2,32,0.945304
TR4956-c0_g1_i4,0.797085,8,468,24,21,19,6,9,0.924192
TR4956-c1_g1_i1,0.836384,0,409,66,61,53,31,1,0.739711
TR4957-c0_g1_i1,0.757764,10,282,18,17,13,4,21,0.863638
TR4957-c0_g2_i1,0.744462,11,312,43,35,27,9,2,0.735477
TR4958-c0_g1_i1,0.71677,2,343,8,4,4,1,8,0.955321
TR4958-c0_g1_i2,0.818413,6,343,21,14,12,3,8,0.942183
TR4958-c0_g2_i1,0.850534,1,363,75,71,60,36,0,0.812103
TR4959-c0_g1_i1,0.846875,9,380,17,15,11,4,51,0.187895
TR4959-c0_g1_i2,0.829116,95,381,197,178,154,38,0,0.170952
TR4959-c0_g2_i1,0.804103,12,567,193,155,127,70,2,0.21005
TR4960-c0_g1_i1,0.707586,54,501,105,76,51,6,0,0.893873
TR4960-c0_g1_i2,0.85389,36,461,69,49,41,5,0,0.888173
TR4961-c0_g1_i1,0.840174,72,374,246,197,172,62,0,0.120876
TR4961-c0_g1_i2,0.829493,9,377,34,29,27,14,41,0.330597
TR4961-c0_g2_i1,0.79112,0,283,40,26,25,14,7,0.494242
TR4961-c0_g3_i1,0.842734,21,440,91,79,67,27,3,0.798073
TR4961-c0_g3_i2,0.868571,9,404,28,28,24,11,39,0.520618
TR4962-c0_g1_i1,0.727473,2,250,35,24,19,12,14,0.878297
TR4962-c0_g2_i1,0.836934,12,327,15,12,12,0,0,0.955544
TR4962-c0_g2_i2,0.720238,2,343,11,5,2,1,14,0.653437
TR4963-c0_g1_i1,0.811801,1,842,329,322,267,145,10,0.280604
TR4964-c0_g1_i1,0.802198,2,737,35,35,34,13,16,0.939636
TR4964-c0_g1_i2,0.88381,4,325,4,4,3,0,14,0.965209
TR4964-c0_g1_i3,1,0,326,0,0,0,0,326,0.997424
TR4964-c0_g1_i4,0.815222,0,727,62,57,52,24,107,0.785851
TR4964-c0_g2_i1,0.929323,1,307,11,9,9,4,4,0.889221
TR4965-c1_g1_i1,0.660676,0,637,104,88,61,25,2,0.102605
TR4966-c0_g1_i1,0.838095,1,244,34,28,24,12,11,0.795774
TR4966-c0_g1_i2,0.8,2,939,103,95,83,47,21,0.864291
TR4967-c0_g1_i1,0.854422,5,444,11,9,7,1,112,0.0608115
TR4967-c0_g2_i1,0.80555,32,445,62,52,40,8,0,0.0794596
TR4967-c0_g3_i1,0.851661,3,602,577,487,466,276,0,0.167172
TR4967-c0_g3_i2,0.782066,7,602,499,375,314,174,0,0.169619
TR4967-c0_g4_i1,0.785714,1,303,1,1,1,0,204,0.996111
TR4967-c0_g4_i2,0.78604,36,302,88,57,37,3,0,0.581929
TR4968-c0_g1_i1,1,0,402,0,0,0,0,308,0.997424
TR4968-c0_g1_i2,0.811662,13,402,14,13,13,0,12,0.861239
TR4968-c0_g1_i3,0.857576,4,567,41,40,40,24,4,0.94666
TR4968-c0_g1_i4,0.826891,1,555,7,7,7,5,114,0.97372
TR4968-c0_g2_i1,0.809524,8,293,22,17,12,3,30,0.0876184
TR4968-c0_g3_i1,0.932468,2,293,4,4,4,1,121,0.103401
TR4969-c0_g1_i1,0.8626,1,1022,43,43,42,24,3,0.897949
TR4969-c0_g1_i2,0.851613,4,1008,31,30,28,15,69,0.880225
TR4969-c0_g1_i3,0.760714,2,534,16,14,14,4,38,0.113836
TR4970-c0_g1_i1,0.796429,0,267,3,3,3,0,65,0.907641
TR4970-c0_g2_i1,0.82614,0,428,28,19,16,11,0,0.839605
TR4970-c0_g3_i1,0.871728,1,536,199,182,163,105,3,0.812631
TR4970-c0_g4_i1,0.836895,6,267,68,61,45,23,5,0.0758024
TR4971-c0_g1_i1,0.80582,1,500,26,24,21,13,36,0.926557
TR4971-c1_g1_i1,0.825,0,421,32,23,22,10,0,0.480725
TR4972-c0_g1_i1,0.917857,0,477,19,18,18,12,7,0.843765
TR4972-c0_g2_i1,0.944762,0,319,5,5,5,3,0,0.964025
TR4972-c0_g3_i1,0.876959,5,897,62,58,55,36,14,0.914184
TR4973-c1_g1_i1,0.812987,2,318,4,4,4,0,46,0.529532
TR4973-c1_g2_i1,0.826354,14,398,118,92,75,35,7,0.169019
TR4974-c0_g1_i1,0.830769,4,298,9,9,8,3,11,0.68263
TR4974-c0_g1_i2,0.905714,9,263,14,10,9,0,2,0.889565
TR4975-c0_g1_i1,0.791304,9,446,12,10,9,0,3,0.481737
TR4975-c0_g1_i2,0.810345,9,445,20,18,14,5,24,0.211077
TR4975-c0_g2_i1,0.84,0,314,12,10,9,3,21,0.915505
TR4976-c0_g1_i1,0.798095,0,281,8,5,4,2,68,0.429384
TR4976-c0_g2_i1,0.547826,0,235,15,9,2,3,73,0.0396768
TR4976-c0_g3_i1,0.71978,1,235,11,9,6,4,0,0.286185
TR4977-c0_g1_i1,0.77415,4,380,4,4,3,0,41,0.864154
TR4977-c0_g1_i2,0.821978,1,380,4,3,2,0,40,0.970668
TR4977-c0_g2_i1,0.796825,9,444,40,27,24,8,12,0.118854
TR4977-c0_g2_i2,0.701714,6,445,24,16,8,1,4,0.113405
TR4978-c0_g1_i1,0.78871,0,377,65,57,46,19,6,0.879541
TR4979-c0_g1_i1,0.873667,0,865,259,250,232,143,2,0.659102
TR4980-c0_g1_i1,0.86,2,361,5,5,4,1,206,0.93836
TR4980-c0_g2_i1,0.839024,2,342,44,35,31,14,0,0.799522
TR4980-c0_g3_i1,0.787578,2,366,38,32,21,9,20,0.278932
TR4981-c0_g1_i1,0.832325,2,736,63,59,54,29,22,0.674857
TR4981-c0_g1_i2,0.819269,0,737,23,20,18,10,118,0.323139
TR4982-c0_g1_i1,0.828214,3,420,37,37,32,12,39,0.600877
TR4982-c0_g2_i1,0.925397,0,472,8,7,7,4,110,0.891945
TR4982-c0_g2_i2,0.84551,15,739,63,55,49,25,4,0.926249
TR4982-c0_g2_i3,0.80758,1,472,14,13,11,6,7,0.680556
TR4982-c0_g3_i1,0.787092,4,419,106,88,69,36,22,0.194988
TR4983-c0_g1_i1,0.869643,0,331,36,32,31,18,1,0.874932
TR4983-c0_g2_i1,0.831169,0,310,13,8,8,5,0,0.923894
TR4983-c0_g3_i1,0.810182,2,524,97,88,79,36,13,0.794499
TR4984-c0_g1_i1,0.869124,0,410,34,30,27,16,1,0.923058
TR4984-c0_g2_i1,0.685714,1,260,2,1,1,0,154,0.995573
TR4984-c0_g3_i1,0.875924,20,260,73,46,35,13,8,0.130505
TR4985-c0_g1_i1,0.866369,2,833,45,43,38,21,4,0.629869
TR4985-c0_g2_i1,0.776104,1,832,29,25,21,11,150,0.481485
TR4986-c0_g1_i1,0.831293,2,422,10,8,6,3,37,0.934669
TR4986-c0_g1_i2,0.879365,0,552,13,12,12,6,57,0.86027
TR4986-c0_g1_i3,0.784202,1,589,38,34,29,12,2,0.971105
TR4987-c0_g1_i1,0.801587,3,262,4,4,4,1,42,0.187055
TR4987-c0_g2_i1,0.77608,13,262,13,13,13,0,19,0.668528
TR4987-c0_g3_i1,0.662657,9,304,29,19,14,3,25,0.878743
TR4988-c0_g1_i1,0.878571,0,657,26,26,26,13,109,0.88489
TR4988-c0_g1_i2,0.780882,0,612,70,65,55,23,0,0.471818
TR4989-c0_g1_i1,0.836615,0,925,121,109,96,60,8,0.902056
TR4989-c0_g2_i1,0.857801,3,717,163,152,127,79,1,0.721963
TR4989-c0_g3_i1,0.788623,1,230,129,86,74,43,0,0.713396
TR4990-c0_g1_i1,0.852679,2,329,80,77,69,34,1,0.900808
TR4991-c0_g1_i1,0.790476,5,337,11,10,7,1,7,0.933669
TR4991-c0_g1_i2,0.835604,16,301,23,17,15,0,2,0.912432
TR4991-c0_g2_i1,0.775115,2,267,64,57,47,27,3,0.615892
TR4991-c0_g3_i1,0.845521,0,469,32,25,22,15,0,0.945465
TR4992-c0_g1_i1,0.862245,1,730,156,144,133,72,8,0.747025
TR4992-c0_g2_i1,0.828087,1,729,122,112,98,49,0,0.954626
TR4993-c0_g1_i1,0.683891,1,224,31,17,10,11,0,0.794003
TR4993-c0_g2_i1,0.824242,3,326,69,61,49,25,19,0.452636
TR4994-c0_g1_i1,0.671815,7,301,16,11,7,2,27,0.895547
TR4994-c0_g1_i2,0.722759,14,302,69,47,33,10,16,0.604785
TR4995-c0_g1_i1,0.82,4,305,5,4,2,0,75,0.88337
TR4995-c0_g2_i1,0.848974,47,437,357,304,265,131,0,0.241293
TR4995-c0_g3_i1,0.789116,2,254,5,4,4,1,11,0.876385
TR4995-c0_g3_i2,0.826681,23,254,71,37,25,6,0,0.804163
TR4996-c0_g1_i1,0.753439,8,276,20,15,10,4,31,0.64203
TR4996-c0_g2_i1,0.802679,7,287,26,20,16,6,12,0.339032
TR4996-c0_g3_i1,0.829451,93,395,106,95,92,0,1,0.70824
TR4996-c0_g3_i2,0.817391,10,436,21,18,16,5,18,0.125439
TR4997-c0_g1_i1,0.840418,2,326,36,31,25,9,38,0.0536128
TR4997-c0_g2_i1,0.858333,3,442,30,27,23,15,3,0.429458
TR4997-c0_g3_i1,0.752941,3,325,4,4,4,1,6,0.746715
TR4997-c0_g4_i1,0.845714,1,325,6,4,3,1,125,0.921698
TR4998-c0_g1_i1,0.851633,4,623,161,157,155,89,1,0.866257
TR4998-c0_g1_i2,0.868099,0,662,66,64,60,36,4,0.870432
TR4998-c0_g2_i1,0.831746,0,459,12,7,7,2,23,0.530846
TR4998-c0_g3_i1,0.921143,3,505,13,12,11,6,51,0.969915
TR4998-c0_g4_i1,0.786905,1,654,24,23,20,12,25,0.756321
TR4998-c0_g4_i2,0.846979,0,1188,121,119,112,64,6,0.972296
TR4999-c0_g1_i1,0.830675,4,550,72,72,68,28,60,0.611504
TR4999-c0_g2_i1,0.858554,1,550,41,34,30,16,81,0.238132
TR5000-c0_g1_i1,0.800311,7,489,36,29,22,8,0,0.138981
TR5000-c0_g1_i2,0.844444,4,490,9,8,7,3,100,0.961044
TR5000-c0_g2_i1,0.827706,7,489,9,8,8,1,7,0.920429
TR5000-c0_g2_i2,0.945455,2,489,4,3,3,1,141,0.993412
TR5001-c0_g1_i1,0.850794,1,679,179,171,152,88,0,0.70721
TR5002-c0_g1_i1,0.799072,2,320,146,125,100,50,4,0.279667
TR5003-c0_g1_i1,0.841866,14,1808,1047,979,958,536,0,0.976076
TR5003-c0_g1_i2,0.829853,6,1820,428,392,345,220,7,0.941785
TR5004-c0_g1_i1,0.704762,8,426,11,11,11,2,10,0.837412
TR5004-c0_g1_i2,0.664286,3,406,4,4,3,1,83,0.671229
TR5004-c0_g1_i3,1,1,311,1,1,1,0,214,0.997424
TR5004-c0_g1_i4,0.8231,9,291,10,10,9,0,6,0.65621
TR5004-c0_g1_i5,0.728571,0,406,0,0,0,0,232,0.997424
TR5004-c0_g1_i6,1,0,291,0,0,0,0,291,0.997424
TR5005-c0_g1_i1,0.861905,7,281,12,12,12,2,2,0.401841
TR5005-c0_g2_i1,0.862857,3,249,3,3,3,0,60,0.984087
TR5005-c0_g3_i1,0.591071,1,299,9,7,4,1,75,0.165196
TR5005-c0_g4_i1,0.685714,3,323,27,21,19,6,1,0.429819
TR5005-c0_g5_i1,0.514286,0,233,0,0,0,0,144,0.997424
TR5006-c0_g1_i1,0.2,0,364,0,0,0,0,282,0.997424
TR5006-c0_g1_i2,0.822449,6,307,10,7,6,0,35,0.933617
TR5006-c0_g1_i3,0.742857,0,256,0,0,0,0,166,0.997424
TR5006-c0_g1_i4,0.76644,4,313,29,24,20,8,12,0.902596
TR5007-c0_g1_i1,0.806349,3,275,11,9,8,4,34,0.931507
TR5007-c0_g2_i1,0.769338,1,321,21,20,17,4,1,0.646908
TR5008-c0_g1_i1,0.784921,3,382,9,5,5,2,22,0.626566
TR5008-c0_g1_i2,0.717293,7,393,17,14,7,3,5,0.852448
TR5009-c0_g1_i1,0.817219,1,1041,405,400,398,197,7,0.644056
TR5009-c0_g2_i1,0.809397,14,992,749,739,720,358,4,0.520101
TR5009-c0_g3_i1,0.806323,0,1087,62,55,48,23,53,0.898056
TR5010-c0_g1_i1,0.571429,0,646,1,0,0,0,486,0.997424
TR5010-c0_g2_i1,0.858214,2,728,112,108,104,62,0,0.555581
TR5010-c0_g2_i2,0.86067,2,770,43,41,36,20,6,0.819305
TR5010-c0_g3_i1,0.846917,1,647,51,44,37,19,2,0.933288
TR5011-c0_g1_i1,0.807592,4,460,148,138,117,52,0,0.73226
TR5011-c0_g1_i2,0.687043,0,256,22,15,11,9,1,0.86956
TR5012-c0_g1_i1,0.64127,0,236,6,3,2,0,121,0.0788363
TR5012-c0_g2_i1,0.787792,25,334,34,32,27,3,20,0.30575
TR5012-c0_g2_i2,0.7861,7,335,13,11,9,2,58,0.685535
TR5012-c0_g3_i1,0.685714,0,235,0,0,0,0,149,0.215717
TR5013-c0_g1_i1,0.849095,0,557,28,28,28,14,27,0.909513
TR5013-c0_g1_i2,0.792857,1,602,11,11,11,6,86,0.949342
TR5013-c0_g1_i3,0.827167,10,541,172,170,165,73,0,0.732876
TR5013-c0_g1_i4,0.84228,17,496,266,252,230,102,0,0.836646
TR5014-c0_g1_i1,0.850649,5,788,251,248,240,138,4,0.830361
TR5014-c0_g1_i2,0.849421,1,788,58,57,49,27,69,0.610473
TR5015-c0_g1_i1,0.771429,0,338,38,35,24,11,89,0.35442
TR5015-c0_g2_i1,0.840816,6,506,135,123,102,54,27,0.0511535
TR5016-c0_g1_i1,0.789418,9,298,12,11,10,1,4,0.370526
TR5016-c0_g1_i2,1,0,299,0,0,0,0,299,0.997424
TR5016-c0_g2_i1,0.840497,11,275,56,41,33,12,15,0.428911
TR5016-c0_g3_i1,0.834783,5,313,5,5,4,0,33,0.659471
TR5016-c0_g4_i1,0.859821,9,317,10,10,7,0,15,0.817776
TR5016-c0_g5_i1,0.861224,1,253,5,4,3,1,47,0.953264
TR5017-c0_g1_i1,0.862841,3,890,175,170,164,97,28,0.170228
TR5017-c0_g1_i2,0.84147,2,925,102,99,90,56,31,0.580755
TR5017-c0_g2_i1,0.853326,3,587,133,129,116,65,1,0.811994
TR5018-c0_g1_i1,0.833278,2,571,181,153,137,83,0,0.479321
TR5018-c0_g2_i1,0.84506,69,296,127,99,90,14,0,0.865384
TR5018-c0_g2_i2,0.794609,6,295,14,12,8,3,2,0.846918
TR5018-c0_g3_i1,0.816508,8,256,16,13,9,3,0,0.203565
TR5018-c0_g4_i1,0.794129,44,257,154,105,74,27,2,0.0576743
TR5019-c0_g1_i1,0.691626,6,429,7,6,5,0,4,0.956679
TR5019-c0_g2_i1,0.791905,14,476,18,16,16,1,3,0.903647
TR5019-c0_g3_i1,0.819048,3,428,10,8,7,3,66,0.95353
TR5020-c0_g1_i1,0.741353,0,234,22,18,13,5,7,0.691108
TR5021-c0_g1_i1,0.882078,0,689,25,23,23,14,28,0.972523
TR5021-c0_g2_i1,0.971429,0,690,7,7,7,7,260,0.977537
TR5021-c0_g3_i1,0.82409,0,689,27,22,20,13,36,0.866178
TR5022-c0_g1_i1,0.781579,0,315,47,25,23,13,0,0.525307
TR5022-c0_g2_i1,0.869841,0,249,16,9,9,8,2,0.838523
TR5023-c0_g1_i1,0.741799,1,231,30,24,18,7,0,0.75234
TR5023-c0_g2_i1,0.878571,1,873,29,29,27,15,123,0.744048
TR5023-c0_g3_i1,0.87444,1,823,95,91,83,54,38,0.556913
TR5024-c0_g1_i1,0.769173,6,329,9,7,6,1,37,0.921775
TR5024-c0_g2_i1,0.815743,11,328,47,35,23,6,16,0.279663
TR5024-c0_g3_i1,0.85919,4,798,145,139,136,79,2,0.904845
TR5024-c0_g3_i2,0.856723,1,799,35,30,28,15,2,0.911222
TR5025-c0_g1_i1,0.850347,1,1243,288,274,236,146,5,0.653319
TR5026-c0_g1_i1,1,1,312,1,1,1,0,182,0.996725
TR5026-c0_g1_i2,0.735238,1,313,5,1,1,0,49,0.940067
TR5026-c0_g2_i1,0.886179,1,609,59,56,54,33,53,0.832187
TR5026-c0_g3_i1,0.832243,1,609,96,86,73,41,15,0.755987
TR5027-c0_g1_i1,0.80056,5,285,18,12,8,3,17,0.225375
TR5027-c0_g1_i2,0.74575,8,285,27,23,18,5,0,0.193589
TR5027-c0_g1_i3,0.755844,1,339,6,5,4,1,87,0.985698
TR5028-c0_g1_i1,0.81039,1,227,18,10,10,4,0,0.776411
TR5028-c0_g2_i1,0.903571,4,269,9,9,8,2,13,0.869627
TR5028-c0_g2_i2,0.865934,4,261,20,20,20,12,9,0.833735
TR5028-c0_g2_i3,0.819704,2,272,30,25,23,12,3,0.81797
TR5028-c0_g2_i4,0.746939,1,261,8,8,5,3,9,0.922944
TR5029-c0_g1_i1,0.8425,6,551,228,224,208,104,24,0.725932
TR5029-c0_g2_i1,0.717143,1,226,9,7,5,3,24,0.89178
TR5029-c0_g3_i1,0.704762,0,366,4,4,4,0,203,0.964569
TR5030-c0_g1_i1,0.885714,3,307,4,4,4,0,35,0.977629
TR5030-c0_g1_i2,0.9,9,302,14,11,10,1,43,0.96824
TR5031-c0_g1_i1,0.845466,0,684,55,51,51,27,4,0.746486
TR5031-c0_g2_i1,0.879511,2,685,69,69,67,38,56,0.57112
TR5031-c0_g2_i2,0.860623,2,697,79,77,69,40,19,0.600845
TR5032-c0_g1_i1,0.655345,0,227,80,63,45,22,4,0.896711
TR5033-c0_g1_i1,0.82605,2,380,22,16,11,8,8,0.456235
TR5033-c0_g2_i1,0.894737,5,327,9,7,7,2,0,0.409174
TR5033-c0_g3_i1,0.883516,2,328,5,5,4,1,44,0.48953
TR5034-c0_g1_i1,0.786589,0,548,52,44,37,19,3,0.708603
TR5035-c0_g1_i1,0.42068,0,416,55,14,14,7,0,0.37616
TR5035-c0_g1_i2,0.860482,1,804,35,35,34,18,23,0.980408
TR5035-c0_g1_i3,0.87907,0,934,44,41,37,25,33,0.812339
TR5035-c0_g2_i1,0.785065,1,598,19,19,18,10,24,0.506342
TR5035-c0_g3_i1,0.838095,0,566,21,20,19,12,80,0.145959
TR5036-c0_g1_i1,0.819048,0,407,0,0,0,0,195,0.996915
TR5036-c0_g1_i2,0.792992,5,407,12,7,6,1,5,0.19533
TR5036-c0_g2_i1,0.795767,0,372,29,21,21,7,0,0.139868
TR5036-c0_g3_i1,0.828571,1,314,1,1,1,0,220,0.997424
TR5036-c0_g4_i1,0.797279,2,451,18,10,6,4,11,0.461992
TR5037-c0_g1_i1,0.756916,12,431,26,23,16,2,35,0.336326
TR5037-c0_g1_i2,0.811982,7,431,14,13,11,2,42,0.860699
TR5037-c0_g2_i1,0.876286,1,844,101,92,86,49,1,0.181314
TR5038-c0_g1_i1,0.821939,6,410,14,8,8,2,31,0.676922
TR5038-c0_g1_i2,0.822222,14,410,25,18,15,1,21,0.676156
TR5038-c0_g2_i1,0.826757,0,670,69,63,55,21,0,0.784998
TR5039-c0_g1_i1,0.81887,0,631,118,98,78,46,15,0.367403
TR5040-c0_g1_i1,0.857143,1,304,7,7,5,4,88,0.981735
TR5040-c0_g2_i1,1,0,348,0,0,0,0,348,0.997424
TR5040-c0_g3_i1,0.845593,2,319,12,7,7,3,17,0.861212
TR5040-c0_g3_i2,0.784416,3,374,5,4,3,0,75,0.993289
TR5040-c0_g4_i1,0.859972,2,571,51,49,41,26,63,0.816236
TR5040-c0_g5_i1,0.771429,0,377,5,4,1,0,30,0.947047
TR5041-c0_g1_i1,0.784236,0,532,47,38,34,14,0,0.855164
TR5042-c0_g1_i1,0.910714,2,272,3,2,2,0,115,0.98815
TR5042-c0_g1_i2,0.872,15,272,30,27,22,4,0,0.682186
TR5042-c0_g2_i1,0.730612,1,320,21,16,12,8,20,0.19012
TR5043-c0_g1_i1,0.804082,0,335,3,3,2,0,128,0.973623
TR5043-c0_g2_i1,0.807483,5,364,11,11,8,2,37,0.900856
TR5043-c0_g3_i1,0.815584,16,377,30,28,24,4,5,0.361708
TR5043-c0_g4_i1,0.864762,8,337,10,10,8,0,59,0.655132
TR5044-c0_g1_i1,0.909408,9,490,17,17,16,7,5,0.878075
TR5044-c0_g2_i1,0.839884,47,385,47,47,45,0,2,0.841848
TR5044-c0_g3_i1,0.908163,0,397,5,3,1,0,101,0.517781
TR5045-c0_g1_i1,0.634014,13,228,21,17,15,1,8,0.848028
TR5045-c0_g1_i2,0.815385,0,241,6,3,3,1,41,0.982752
TR5046-c0_g1_i1,0.781494,1,473,97,82,64,38,19,0.0931456
TR5046-c0_g2_i1,0.799458,0,336,88,70,59,31,1,0.344187
TR5047-c0_g1_i1,0.848777,3,769,109,103,95,57,6,0.270196
TR5047-c0_g2_i1,0.816402,0,557,27,23,20,10,3,0.992918
TR5047-c0_g2_i2,0.821769,1,621,22,20,17,7,67,0.934178
TR5047-c0_g3_i1,0.874654,1,770,32,30,26,16,54,0.321671
TR5048-c0_g1_i1,0.705952,1,465,9,9,7,6,141,0.870369
TR5048-c0_g1_i2,0.827045,19,572,126,120,107,50,11,0.554477
TR5048-c0_g2_i1,0.818367,2,337,9,5,3,0,139,0.599315
TR5049-c0_g1_i1,0.740541,8,246,12,11,11,2,20,0.919174
TR5049-c0_g1_i2,0.821978,3,246,6,5,4,0,7,0.81458
TR5050-c0_g1_i1,0.884626,27,593,117,116,107,46,2,0.800498
TR5050-c0_g2_i1,0.862081,38,512,65,65,56,10,11,0.889628
TR5050-c0_g3_i1,0.836211,2,376,145,135,113,66,0,0.683002
TR5051-c0_g1_i1,0.742857,1,408,1,1,1,0,220,0.997424
TR5051-c0_g1_i2,0.823704,7,536,51,51,49,27,4,0.705116
TR5051-c0_g1_i3,0.775714,5,342,8,7,7,1,22,0.924321
TR5051-c0_g1_i4,0.885714,0,470,2,2,2,2,205,0.996564
TR5052-c0_g1_i1,0.695238,0,285,0,0,0,0,104,0.839008
TR5052-c0_g1_i2,0.994286,0,391,0,0,0,0,68,0.9948
TR5052-c0_g1_i3,0.757509,5,410,14,9,7,2,10,0.382182
TR5052-c0_g1_i4,1,0,266,0,0,0,0,172,0.997424
TR5053-c0_g1_i1,0.696825,1,253,9,7,5,3,72,0.45042
TR5053-c0_g2_i1,0.749286,1,253,24,14,7,2,0,0.155417
TR5054-c1_g1_i1,0.851163,3,641,21,20,19,8,32,0.963307
TR5054-c1_g2_i1,0.774603,3,294,8,3,3,0,12,0.804236
TR5054-c1_g2_i2,0.707563,8,295,16,11,8,0,11,0.806955
TR5054-c1_g3_i1,0.887692,1,640,66,61,57,39,39,0.552076
TR5055-c0_g1_i1,0.941429,0,252,12,9,8,6,9,0.93815
TR5056-c0_g1_i1,0.808839,3,344,72,65,53,22,24,0.505844
TR5056-c0_g2_i1,0.832928,0,694,101,99,95,47,0,0.872658
TR5056-c0_g2_i2,0.867925,4,703,50,48,44,20,38,0.794224
TR5056-c0_g3_i1,0.824762,0,343,8,7,6,0,52,0.871632
TR5057-c0_g1_i1,0.74026,1,230,6,3,2,0,9,0.874298
TR5057-c0_g1_i2,0.791209,1,231,9,4,2,2,4,0.84851
TR5058-c0_g1_i1,0.788889,4,337,13,13,12,5,10,0.923593
TR5058-c0_g1_i2,0.867896,11,369,42,41,39,17,66,0.707435
TR5058-c0_g1_i3,0.836905,1,534,13,10,9,4,143,0.961987
TR5058-c0_g1_i4,0.838257,0,370,60,50,43,25,23,0.282989
TR5059-c0_g1_i1,0.825926,0,382,22,22,21,12,19,0.64514
TR5059-c0_g2_i1,0.872727,1,290,16,14,14,6,25,0.860762
TR5059-c0_g3_i1,0.845306,1,383,37,32,28,10,8,0.595468
TR5059-c0_g4_i1,0.889394,1,387,59,58,56,35,15,0.761261
TR5059-c0_g4_i2,0.802761,2,535,101,96,79,40,2,0.280505
TR5059-c0_g4_i3,0.826647,4,524,100,89,77,49,3,0.315116
TR5060-c0_g1_i1,0.7081,1,303,103,88,62,34,2,0.478237
TR5060-c0_g2_i1,0.8,3,452,10,9,8,1,14,0.71524
TR5060-c0_g3_i1,0.787703,18,408,32,23,15,0,1,0.883698
TR5061-c0_g1_i1,1,0,367,0,0,0,0,367,0.997424
TR5061-c0_g1_i2,0.830952,10,368,30,28,26,10,2,0.838931
TR5061-c0_g1_i3,0.891729,8,368,22,19,19,7,10,0.894863
TR5061-c0_g1_i4,0.828571,0,369,0,0,0,0,280,0.997424
TR5062-c0_g1_i1,0.723938,1,626,38,27,26,11,123,0.308019
TR5062-c0_g2_i1,0.82137,2,626,126,116,103,51,2,0.420432
TR5062-c0_g3_i1,0.813187,0,621,17,16,16,7,30,0.97794
TR5062-c0_g3_i2,0.805457,2,576,47,41,34,16,0,0.863118
TR5063-c0_g1_i1,0.863383,2,1356,173,171,165,108,14,0.921771
TR5063-c0_g1_i2,0.873235,1,1307,45,43,37,26,8,0.974395
TR5064-c0_g1_i1,0.632773,0,240,21,13,9,5,0,0.200753
TR5064-c0_g2_i1,0.883754,0,457,55,45,42,28,8,0.684108
TR5065-c0_g1_i1,0.839721,0,1071,19,19,19,9,208,0.985196
TR5065-c0_g1_i2,0.799271,1,1090,93,88,81,46,3,0.333524
TR5065-c0_g2_i1,0.709774,0,1016,10,10,7,4,428,0.994657
TR5066-c0_g1_i1,0.689143,8,276,15,8,8,0,17,0.649346
TR5066-c0_g2_i1,0.79878,17,434,151,100,82,41,4,0.456967
TR5066-c0_g3_i1,0.847901,1,1122,389,356,319,170,0,0.590027
TR5067-c0_g1_i1,0.76898,1,715,16,15,14,3,25,0.947589
TR5067-c0_g2_i1,0.814286,1,760,94,84,74,32,0,0.871609
TR5068-c0_g1_i1,0.86358,0,931,181,173,173,94,15,0.663767
TR5068-c0_g2_i1,0.865743,1,1291,133,133,132,85,4,0.849413
TR5068-c0_g2_i2,0.822078,0,1017,55,54,54,26,1,0.852594
TR5068-c0_g2_i3,0.800423,1,1321,61,55,54,30,2,0.942233
TR5068-c0_g2_i4,1,0,1047,0,0,0,0,1047,0.997424
TR5068-c0_g3_i1,0.822857,0,931,18,17,16,7,189,0.989856
TR5069-c0_g1_i1,0.880527,1,733,165,164,162,103,2,0.657563
TR5069-c0_g1_i2,0.86538,1,1093,249,236,219,126,1,0.856021
TR5069-c0_g2_i1,0.855452,1,466,95,82,69,38,1,0.812631
TR5070-c0_g1_i1,0.739244,0,315,198,147,113,64,0,0.649944
TR5070-c1_g1_i1,0.820606,0,839,254,231,202,106,5,0.931582
TR5071-c0_g1_i1,0.875238,0,740,24,24,22,18,23,0.532499
TR5071-c0_g2_i1,0.837939,11,446,12,12,11,0,38,0.794242
TR5071-c0_g3_i1,0.84,0,446,1,1,0,1,137,0.996128
TR5072-c0_g1_i1,0.835979,0,572,70,66,56,31,0,0.841293
TR5072-c0_g2_i1,0.807143,0,280,37,36,32,21,6,0.839562
TR5072-c0_g3_i1,0.801151,1,627,83,69,57,35,0,0.865598
TR5072-c0_g4_i1,0.725714,1,238,3,3,2,1,24,0.984023
TR5073-c0_g1_i1,0.790476,0,708,17,16,15,8,84,0.4983
TR5073-c0_g1_i2,0.833695,4,708,77,70,57,32,7,0.819884
TR5074-c0_g1_i1,0.840408,0,462,185,162,140,85,0,0.717447
TR5075-c0_g1_i1,0.884189,0,313,116,92,80,53,2,0.273312
TR5075-c0_g2_i1,0.827493,1,591,119,101,84,40,28,0.0516568
TR5076-c0_g1_i1,0.893878,2,459,5,5,5,1,181,0.91197
TR5076-c0_g2_i1,0.814829,16,565,523,471,408,195,11,0.453403
TR5076-c0_g3_i1,0.819149,14,224,16,14,13,0,0,0.596728
TR5076-c0_g3_i2,0.841335,10,588,122,95,87,39,0,0.86568
TR5077-c0_g1_i1,0.862019,2,768,241,221,199,118,7,0.491611
TR5077-c0_g1_i2,0.839874,2,629,42,40,40,20,20,0.85655
