name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TR3313-c0_g2_i1,0.870536,10,351,15,10,10,0,55,0.920488
TR3313-c0_g3_i1,0.811429,1,350,2,2,1,0,159,0.996104
TR3314-c0_g1_i1,0.84532,3,269,9,6,4,1,13,0.196584
TR3314-c0_g1_i2,0.82406,16,270,40,36,26,8,4,0.737692
TR3315-c0_g1_i1,0.821769,4,285,6,5,4,0,47,0.63124
TR3315-c0_g1_i2,0.835102,5,271,7,5,5,0,0,0.814009
TR3315-c0_g1_i3,0.792857,2,270,7,5,2,1,54,0.958342
TR3316-c0_g1_i1,0.902532,0,484,84,74,71,50,0,0.789888
TR3317-c0_g1_i1,0.792816,0,375,181,170,142,60,2,0.854396
TR3318-c0_g1_i1,0.788571,5,344,19,18,14,3,48,0.588327
TR3318-c0_g2_i1,0.832512,8,301,58,48,35,16,0,0.556821
TR3318-c0_g3_i1,0.8522,3,536,127,112,93,50,0,0.272774
TR3319-c0_g1_i1,0.894643,0,335,17,13,13,8,0,0.683625
TR3320-c0_g1_i1,0.971429,0,624,2,2,2,1,374,0.99706
TR3320-c0_g2_i1,0.808304,2,573,89,81,77,40,14,0.894132
TR3320-c0_g1_i2,0.853495,10,625,252,246,231,134,0,0.719167
TR3320-c0_g2_i2,0.846009,9,574,175,160,142,79,1,0.868712
TR3321-c0_g1_i1,0.829464,0,715,12,12,12,6,39,0.949068
TR3321-c0_g1_i2,1,0,716,1,1,1,1,525,0.997424
TR3321-c0_g1_i3,0.857885,0,842,32,32,31,14,8,0.937039
TR3321-c0_g1_i4,0.782857,0,841,3,2,2,1,583,0.996877
TR3322-c0_g1_i1,0.7,0,288,0,0,0,0,109,0.997424
TR3322-c0_g2_i1,0.850428,5,511,109,98,83,48,0,0.112053
TR3322-c0_g3_i1,0.796059,0,282,15,12,10,3,39,0.745167
TR3323-c0_g1_i1,0.753006,3,301,405,382,304,175,3,0.755028
TR3324-c0_g1_i1,0.771429,1,386,4,2,1,0,11,0.985147
TR3324-c0_g1_i2,0.868571,5,386,16,13,9,4,1,0.886627
TR3324-c0_g2_i1,0.845887,0,328,5,4,3,3,19,0.0829451
TR3324-c0_g3_i1,0.957143,3,328,5,4,4,0,27,0.934462
TR3325-c0_g1_i1,0.912112,26,504,27,26,25,0,15,0.599875
TR3325-c0_g2_i1,0.843694,82,526,227,182,142,44,3,0.43151
TR3326-c0_g1_i1,0.911688,1,499,24,19,17,14,32,0.622434
TR3326-c0_g2_i1,0.859664,3,428,50,47,43,25,67,0.296018
TR3326-c0_g3_i1,0.741043,1,428,30,22,19,12,20,0.40186
TR3327-c0_g1_i1,0.88046,9,267,39,37,29,13,16,0.134292
TR3327-c0_g2_i1,0.864286,0,266,3,2,2,1,30,0.963112
TR3327-c0_g3_i1,0.856027,9,391,64,60,49,30,9,0.594781
TR3328-c0_g1_i1,0.867718,1,856,72,71,66,36,7,0.985092
TR3328-c0_g1_i2,0.868571,1,696,10,10,9,6,219,0.992249
TR3328-c0_g2_i1,0.787755,0,700,8,7,7,3,230,0.988501
TR3328-c0_g2_i2,0.836735,0,701,89,76,73,37,1,0.0777871
TR3328-c0_g3_i1,0.835714,0,627,1,1,1,0,468,0.959917
TR3329-c0_g1_i1,0.678095,1,316,6,3,1,1,2,0.976613
TR3329-c0_g2_i1,0.820513,7,330,9,9,8,0,17,0.927218
TR3329-c0_g3_i1,0.875325,5,316,8,5,4,0,6,0.954708
TR3330-c0_g1_i1,0.756463,3,300,8,8,4,2,33,0.918919
TR3330-c0_g1_i2,0.842857,4,299,10,6,5,1,16,0.656329
TR3331-c0_g1_i1,0.723214,0,359,28,27,18,7,17,0.727589
TR3332-c0_g1_i1,0.845626,6,821,707,678,586,315,7,0.582692
TR3333-c0_g1_i1,1,0,390,0,0,0,0,390,0.997424
TR3333-c0_g2_i1,0.776623,0,265,4,0,0,0,8,0.916059
TR3333-c0_g2_i2,0.86044,6,265,10,9,6,0,7,0.678343
TR3333-c0_g3_i1,0.849169,2,461,12,10,9,4,91,0.516083
TR3333-c0_g3_i2,0.841667,10,462,11,10,10,0,2,0.916719
TR3333-c0_g4_i1,0.820779,1,404,4,4,3,2,23,0.920465
TR3334-c0_g1_i1,0.485714,0,428,0,0,0,0,343,0.997424
TR3334-c0_g2_i1,0.8867,9,448,9,9,9,0,14,0.934681
TR3334-c0_g3_i1,0.807792,3,463,8,6,4,2,201,0.653611
TR3335-c0_g1_i1,0.854945,3,271,15,10,10,6,6,0.894503
TR3335-c0_g2_i1,0.859627,3,299,12,12,12,4,51,0.742545
TR3335-c0_g3_i1,0.910559,1,224,12,11,9,7,15,0.918726
TR3335-c0_g4_i1,0.877714,2,300,14,13,12,4,3,0.930624
TR3336-c0_g1_i1,0.79881,1,268,30,22,18,9,3,0.752348
TR3336-c0_g2_i1,0.806349,8,367,13,9,8,0,39,0.727194
TR3336-c0_g2_i2,0.859767,30,456,140,128,106,54,6,0.546154
TR3337-c0_g1_i1,0.74532,0,342,25,23,21,9,41,0.915857
TR3337-c0_g2_i1,0.88357,4,697,208,208,202,117,7,0.835615
TR3337-c0_g3_i1,0.865184,2,819,76,76,74,37,23,0.831851
TR3337-c0_g4_i1,0.863657,13,745,436,428,388,234,11,0.750975
TR3338-c0_g1_i1,0.856085,0,609,33,33,33,17,5,0.745562
TR3338-c0_g1_i2,0.87074,1,568,80,78,73,41,3,0.918192
TR3338-c0_g2_i1,0.938249,5,418,10,10,9,2,72,0.960441
TR3338-c0_g3_i1,0.852184,14,380,53,32,28,6,3,0.466918
TR3338-c0_g4_i1,0.881429,1,268,11,10,7,6,9,0.544687
TR3339-c0_g1_i1,0.862132,1,1036,88,84,83,49,4,0.789803
TR3339-c0_g1_i2,0.827413,0,1036,33,30,29,16,96,0.594791
TR3339-c0_g2_i1,0.871429,0,254,3,1,0,0,7,0.993501
TR3339-c0_g3_i1,0.84381,5,254,8,6,6,1,0,0.858564
TR3339-c0_g4_i1,0.874694,2,505,40,36,29,14,11,0.887294
TR3340-c0_g1_i1,0.825275,0,401,14,12,11,3,29,0.885602
TR3340-c0_g2_i1,0.822857,1,236,4,1,1,0,2,0.636573
TR3340-c0_g2_i2,0.82449,0,237,10,3,2,0,9,0.826201
TR3341-c0_g1_i1,0.830181,1,548,29,28,28,14,0,0.849475
TR3341-c0_g1_i2,0.837637,2,511,48,44,40,16,39,0.843836
TR3341-c0_g2_i1,0.872878,2,399,37,36,32,21,0,0.801261
TR3342-c0_g1_i1,0.819048,1,478,86,80,72,31,11,0.491219
TR3342-c0_g2_i1,0.843342,23,454,105,89,69,30,58,0.206635
TR3342-c0_g3_i1,0.826435,18,455,29,28,26,5,69,0.395938
TR3342-c0_g4_i1,0.806981,21,475,97,87,69,25,155,0.0359657
TR3343-c0_g1_i1,0.831671,1,438,158,139,119,67,0,0.862673
TR3343-c0_g2_i1,0.829772,13,426,36,27,26,7,2,0.321995
TR3343-c0_g3_i1,0.848052,10,426,26,23,18,5,12,0.779621
TR3344-c0_g1_i1,0.858172,14,333,102,91,82,43,6,0.405062
TR3344-c0_g2_i1,0.92069,14,274,24,21,19,4,28,0.828342
TR3344-c0_g3_i1,0.848715,17,274,72,61,46,17,16,0.352914
TR3345-c0_g1_i1,0.882967,0,282,23,22,20,10,5,0.518221
TR3345-c0_g2_i1,0.861714,4,346,6,6,5,0,5,0.433174
TR3345-c0_g2_i2,0.799417,12,420,15,14,12,1,51,0.947808
TR3345-c0_g2_i3,0.869388,1,332,3,2,2,0,40,0.989861
TR3345-c0_g3_i1,0.942857,0,281,11,9,8,7,9,0.901683
TR3346-c0_g1_i1,0.81944,1,394,40,40,39,22,41,0.765155
TR3346-c0_g2_i1,0.851701,0,359,78,71,56,36,31,0.467805
TR3346-c0_g3_i1,0.872422,2,1187,117,115,103,65,6,0.956939
TR3347-c0_g1_i1,0.831293,0,322,22,18,18,11,0,0.694608
TR3347-c0_g2_i1,0.877076,0,691,67,61,56,35,17,0.927624
TR3348-c0_g1_i1,0.704762,1,246,2,1,1,0,56,0.995072
TR3348-c0_g1_i2,0.853495,10,400,44,36,31,13,2,0.832059
TR3348-c0_g2_i1,0.841346,2,633,278,266,235,129,0,0.727026
TR3349-c0_g1_i1,0.857948,5,514,33,27,22,8,9,0.823244
TR3349-c0_g2_i1,0.838275,7,513,22,19,17,6,41,0.902814
TR3349-c0_g3_i1,0.865794,0,1472,133,125,111,63,3,0.981561
TR3350-c0_g1_i1,0.8,13,249,32,25,19,6,1,0.444325
TR3350-c0_g1_i2,0.800952,5,288,12,10,8,4,4,0.908515
TR3350-c0_g2_i1,0.851994,1,790,140,130,122,72,0,0.091074
TR3351-c0_g1_i1,0.866667,20,786,367,364,353,199,5,0.829856
TR3351-c0_g2_i1,0.938571,3,285,5,4,3,0,9,0.947296
TR3351-c0_g3_i1,0.873942,3,531,108,104,95,54,5,0.144423
TR3351-c0_g4_i1,0.775,0,534,4,4,4,0,417,0.996562
TR3352-c0_g1_i1,0.872908,1,1935,327,321,319,186,11,0.955921
TR3352-c0_g1_i2,0.855603,2,1935,185,174,162,92,2,0.980503
TR3353-c0_g1_i1,0.819048,1,227,20,16,11,7,14,0.809655
TR3353-c0_g2_i1,0.866434,3,1154,60,58,54,24,35,0.933267
TR3353-c0_g2_i2,0.909091,1,228,3,3,3,2,39,0.979417
TR3354-c0_g1_i1,0.83861,0,503,34,33,32,16,7,0.872007
TR3354-c0_g2_i1,0.816327,0,554,3,3,3,1,314,0.996564
TR3354-c0_g3_i1,1,0,328,0,0,0,0,328,0.997424
TR3354-c0_g3_i2,0.803994,17,515,44,39,29,8,0,0.826962
TR3355-c0_g1_i1,0.82965,8,527,18,18,16,6,47,0.717343
TR3355-c0_g2_i1,0.834622,17,506,27,25,25,4,4,0.716646
TR3355-c0_g3_i1,0.882904,4,521,55,51,46,24,29,0.79899
TR3356-c0_g1_i1,0.835338,5,396,8,7,6,1,12,0.921709
TR3356-c0_g2_i1,0.912698,8,352,8,8,8,0,76,0.788257
TR3356-c0_g3_i1,0.883429,0,445,15,14,10,6,43,0.778314
TR3356-c0_g4_i1,0.863553,0,755,79,77,70,36,0,0.76247
TR3357-c0_g1_i1,0.871429,0,451,2,2,2,0,252,0.995838
TR3357-c0_g2_i1,0.84381,0,850,26,25,25,15,6,0.942094
TR3357-c0_g2_i2,0.835873,2,886,47,46,39,22,87,0.9307
TR3358-c0_g1_i1,0.848854,0,476,75,71,65,43,0,0.514107
TR3358-c0_g2_i1,0.848429,11,866,984,976,952,519,7,0.1619
TR3358-c0_g3_i1,0.857143,3,912,166,163,149,85,13,0.682205
TR3358-c0_g4_i1,0.876121,2,375,71,63,56,39,0,0.666779
TR3359-c0_g1_i1,0.787893,2,642,49,46,45,23,58,0.888232
TR3359-c0_g1_i2,0.862741,2,595,75,71,65,39,1,0.796817
TR3360-c0_g1_i1,0.819459,1,486,96,90,75,40,19,0.879396
TR3360-c0_g2_i1,0.842308,1,982,143,113,101,63,0,0.848303
TR3361-c0_g1_i1,0.809788,0,696,55,54,44,24,22,0.793633
TR3362-c0_g1_i1,1,0,299,1,1,1,1,126,0.997314
TR3362-c0_g2_i1,0.869135,0,1020,138,131,122,66,0,0.886204
TR3362-c0_g3_i1,0.826122,19,422,33,23,22,2,1,0.591377
TR3362-c0_g3_i2,0.818286,8,421,15,13,11,3,18,0.845452
TR3363-c0_g1_i1,0.82765,6,419,40,39,35,17,20,0.283275
TR3363-c0_g2_i1,0.866667,1,374,4,3,2,1,138,0.994815
TR3364-c0_g1_i1,0.820168,1,303,3,3,2,1,54,0.832411
TR3364-c0_g2_i1,0.828571,23,304,47,40,33,8,0,0.502347
TR3364-c0_g3_i1,0.831267,11,276,16,12,11,1,2,0.764204
TR3364-c0_g3_i2,0.708571,1,275,3,1,1,0,1,0.994855
TR3365-c0_g1_i1,0.820561,1,914,48,47,45,24,2,0.899253
TR3365-c0_g1_i2,0.809454,1,963,64,63,56,27,10,0.932089
TR3366-c0_g1_i1,0.797019,23,485,45,44,41,7,25,0.755675
TR3366-c0_g2_i1,0.811628,25,691,29,28,25,1,0,0.955106
TR3366-c0_g2_i2,0.908929,5,300,5,5,5,0,29,0.963006
TR3366-c0_g3_i1,0.847619,0,485,3,3,2,0,317,0.934541
TR3367-c0_g1_i1,0.826984,1,288,8,8,8,3,19,0.965706
TR3367-c0_g2_i1,0.833333,2,227,6,6,5,1,6,0.790191
TR3367-c0_g3_i1,0.897479,0,278,18,17,15,7,0,0.880466
TR3368-c0_g1_i1,0.856319,8,1154,518,514,503,283,16,0.518934
TR3368-c0_g2_i1,0.766667,0,1153,13,13,10,2,470,0.990101
TR3369-c0_g1_i1,0.845614,3,566,29,29,24,11,129,0.916418
TR3369-c0_g2_i1,0.828571,2,334,5,5,5,3,32,0.950819
TR3370-c0_g1_i1,0.844361,8,473,11,9,8,0,26,0.543667
TR3370-c0_g1_i2,0.854711,23,473,41,33,24,4,9,0.885939
TR3370-c0_g2_i1,0.844584,1,753,379,363,311,176,0,0.713774
TR3371-c0_g1_i1,0.841457,0,598,24,23,23,15,61,0.675025
TR3371-c0_g2_i1,0.809524,1,598,33,29,24,12,4,0.764612
TR3372-c0_g1_i1,0.820546,20,326,27,20,19,0,0,0.839251
TR3372-c0_g1_i2,0.827972,30,327,53,41,28,2,2,0.864904
TR3373-c0_g1_i1,0.826226,0,676,65,56,53,27,7,0.895057
TR3373-c0_g1_i2,0.870837,3,676,78,75,69,38,3,0.946839
TR3374-c0_g1_i1,0.852143,4,390,122,114,93,45,0,0.0636546
TR3374-c0_g2_i1,0.861186,0,437,60,54,40,30,2,0.0946905
TR3375-c0_g1_i1,0.847143,0,276,8,6,5,1,7,0.664625
TR3375-c0_g1_i2,0.874286,2,275,6,6,6,4,7,0.938002
TR3375-c0_g2_i1,0.917293,1,255,9,8,8,3,11,0.937943
TR3376-c0_g1_i1,0.91746,1,296,7,7,7,5,75,0.0679308
TR3376-c0_g2_i1,0.708095,1,297,30,23,19,9,48,0.0518904
TR3377-c0_g1_i1,0.942857,0,350,17,15,14,12,12,0.911939
TR3377-c0_g2_i1,0.839024,4,446,16,12,8,4,53,0.0537506
TR3377-c0_g3_i1,0.795489,5,487,26,21,14,6,22,0.804705
TR3378-c0_g1_i1,0.843206,7,364,13,13,13,4,3,0.66173
TR3378-c0_g2_i1,0.846857,8,334,34,24,19,5,0,0.557625
TR3378-c0_g3_i1,0.87083,5,788,88,75,68,42,0,0.194818
TR3378-c0_g3_i2,0.892308,1,414,7,6,6,3,76,0.982662
TR3379-c0_g1_i1,1,0,243,0,0,0,0,243,0.997424
TR3379-c0_g1_i2,0.813571,16,243,27,26,20,4,0,0.756393
TR3379-c0_g1_i3,0.73,5,266,25,16,16,4,0,0.932916
TR3379-c0_g1_i4,0.671429,0,266,1,0,0,0,169,0.995763
TR3380-c0_g1_i1,0.850952,0,1491,79,79,79,45,19,0.744288
TR3380-c0_g1_i2,0.862786,3,1490,195,190,178,99,1,0.758843
TR3381-c0_g1_i1,0.861905,0,438,3,3,3,1,258,0.956927
TR3381-c0_g2_i1,0.866572,8,869,208,194,170,104,31,0.134357
TR3382-c0_g1_i1,0.939683,5,272,5,5,5,0,80,0.954354
TR3382-c0_g2_i1,0.764286,6,305,13,13,10,3,18,0.908965
TR3382-c0_g3_i1,0.685714,2,272,7,5,4,2,44,0.811096
TR3383-c0_g1_i1,0.9,0,408,9,8,8,5,137,0.896366
TR3383-c0_g2_i1,0.860317,0,360,4,4,4,1,182,0.929759
TR3383-c0_g3_i1,0.855901,0,408,25,24,19,14,33,0.668199
TR3383-c0_g4_i1,0.889286,1,488,12,11,11,3,166,0.600542
TR3383-c0_g5_i1,0.87033,2,548,5,5,5,0,208,0.991631
TR3384-c0_g1_i1,0.887619,0,635,6,6,6,4,223,0.993024
TR3384-c0_g2_i1,0.840268,2,436,62,53,49,25,2,0.838119
TR3384-c0_g3_i1,0.856085,0,680,67,65,57,37,15,0.79762
TR3384-c0_g4_i1,0.797024,1,349,28,20,16,5,24,0.729335
TR3385-c0_g1_i1,0.859627,5,261,13,8,6,1,11,0.309418
TR3385-c0_g1_i2,0.725346,4,261,13,10,7,0,0,0.742131
TR3385-c0_g2_i1,0.708791,1,251,31,21,14,8,1,0.58341
TR3386-c0_g1_i1,1,0,902,0,0,0,0,902,0.997424
TR3386-c0_g2_i1,0.87107,3,949,370,357,338,193,1,0.635467
TR3387-c0_g1_i1,0.874799,0,618,41,40,39,23,58,0.807566
TR3387-c0_g2_i1,0.880042,2,592,61,58,58,37,4,0.338383
TR3387-c0_g3_i1,0.853652,4,592,110,104,94,50,37,0.284266
TR3388-c0_g1_i1,0.842262,10,395,27,24,17,6,71,0.311628
TR3388-c0_g1_i2,0.913187,2,470,8,7,7,5,37,0.426625
TR3388-c0_g2_i1,0.815873,0,395,11,8,6,4,120,0.464203
TR3389-c0_g1_i1,0.844655,1,563,72,70,66,37,4,0.298573
TR3389-c0_g2_i1,0.630769,0,259,12,7,4,2,7,0.791194
TR3389-c0_g3_i1,0.906349,0,527,9,8,8,5,211,0.0649214
TR3390-c0_g1_i1,0.84812,0,314,11,7,7,3,0,0.658911
TR3390-c0_g2_i1,0.852792,1,1028,108,87,75,54,8,0.93895
TR3391-c0_g1_i1,0.730909,3,266,38,22,13,8,0,0.726234
TR3392-c0_g1_i1,1,0,685,0,0,0,0,685,0.997424
TR3392-c0_g2_i1,0.857434,3,912,43,40,40,18,11,0.689104
TR3392-c0_g2_i2,0.805391,0,878,28,25,21,12,189,0.0739282
TR3393-c0_g1_i1,0.854762,7,270,7,7,6,0,10,0.582127
TR3393-c0_g1_i2,0.761054,31,314,72,60,37,6,1,0.58508
TR3393-c0_g2_i1,0.886286,9,506,39,33,28,8,10,0.0552461
TR3393-c0_g3_i1,0.888177,15,505,28,27,23,4,19,0.595489
TR3394-c0_g1_i1,0.841324,2,687,99,93,73,40,7,0.360635
TR3394-c0_g2_i1,0.608242,2,281,28,16,12,6,0,0.940657
TR3395-c0_g1_i1,0.817647,4,423,13,11,6,2,22,0.460813
TR3395-c0_g2_i1,0.889037,8,423,21,19,16,7,39,0.56257
TR3395-c1_g1_i1,0.856604,0,610,23,23,23,10,3,0.937386
TR3395-c1_g2_i1,0.823963,2,611,45,40,35,23,1,0.858761
TR3396-c0_g1_i1,0.813665,1,231,50,40,32,19,2,0.517592
TR3396-c0_g2_i1,0.859694,1,585,88,80,68,41,4,0.926024
TR3397-c0_g1_i1,0.949451,0,265,7,6,6,4,43,0.0932838
TR3397-c0_g2_i1,0.842031,0,581,67,58,51,31,12,0.74075
TR3397-c0_g3_i1,0.885714,3,265,35,32,27,19,13,0.119277
TR3398-c0_g1_i1,0.730612,1,250,71,65,53,26,2,0.818307
TR3398-c0_g2_i1,0.867857,2,1242,53,52,50,31,76,0.29932
TR3398-c0_g2_i2,0.857058,4,1242,172,156,143,85,5,0.822584
TR3399-c0_g1_i1,0.884996,3,1103,107,97,84,48,10,0.854473
TR3399-c0_g2_i1,0.854899,0,438,96,88,84,51,0,0.854335
TR3400-c0_g1_i1,0.677019,1,224,30,17,10,11,0,0.794003
TR3400-c0_g2_i1,0.825564,4,326,70,62,49,25,19,0.452636
TR3401-c0_g1_i1,0.891729,0,343,55,52,44,29,11,0.432959
TR3401-c0_g2_i1,0.815805,36,397,69,67,52,6,6,0.800178
TR3401-c0_g2_i2,0.845135,7,440,23,22,17,6,8,0.718688
TR3402-c0_g1_i1,0.87225,1,1406,39,39,38,18,15,0.83035
TR3402-c0_g1_i2,0.657143,0,1050,1,1,1,0,937,0.997314
TR3402-c0_g1_i3,0.890727,2,1050,55,53,51,31,49,0.789592
TR3402-c0_g1_i4,0.883847,0,1406,75,73,70,45,43,0.975001
TR3403-c0_g1_i1,0.763054,22,470,23,23,22,0,8,0.863996
TR3403-c0_g1_i2,0.865786,6,1257,46,46,45,26,92,0.941134
TR3403-c0_g1_i3,0.285714,0,1257,0,0,0,0,1178,0.997424
TR3404-c0_g1_i1,0.829493,9,622,80,75,60,23,4,0.909892
TR3404-c0_g1_i2,0.890476,1,230,2,2,1,0,77,0.917102
TR3405-c0_g1_i1,0.854476,4,525,26,26,26,9,33,0.68604
TR3405-c0_g1_i2,0.850298,6,606,82,75,70,28,17,0.828325
TR3406-c0_g1_i1,0.785119,6,323,17,16,14,6,21,0.106667
TR3406-c0_g2_i1,0.812088,21,308,25,25,23,0,15,0.877229
TR3406-c0_g3_i1,0.847439,13,316,15,15,14,1,30,0.687782
TR3406-c0_g4_i1,0.885714,6,309,16,14,12,4,18,0.207751
TR3407-c0_g1_i1,0.836348,0,650,90,82,69,35,1,0.593898
TR3408-c0_g1_i1,0.927619,2,453,3,3,3,1,1,0.965022
TR3408-c0_g2_i1,0.825806,10,452,13,11,10,0,6,0.696094
TR3409-c0_g1_i1,0.849524,0,1108,13,13,13,6,336,0.986648
TR3409-c0_g2_i1,0.758929,4,370,4,4,4,0,29,0.990451
TR3409-c0_g2_i2,0.758065,15,371,22,19,16,1,3,0.893844
TR3409-c0_g3_i1,0.864993,1,1109,162,146,136,75,0,0.871977
TR3410-c0_g1_i1,0.881463,0,675,80,78,75,41,0,0.127571
TR3410-c0_g2_i1,1,0,238,0,0,0,0,86,0.997059
TR3410-c0_g3_i1,0.854799,4,572,85,80,80,45,0,0.759953
TR3410-c0_g4_i1,0.84097,8,469,14,12,10,1,8,0.668284
TR3410-c0_g4_i2,0.881402,13,549,38,34,30,10,9,0.363479
TR3410-c0_g5_i1,0.787429,0,616,11,10,10,2,167,0.989208
TR3411-c0_g1_i1,0.883941,2,1591,66,66,64,38,29,0.925269
TR3411-c0_g1_i2,0.83848,2,1833,143,139,129,65,65,0.817507
TR3412-c0_g1_i1,0.884286,1,354,5,3,2,1,93,0.0893181
TR3412-c0_g1_i2,0.906494,11,354,31,27,23,8,6,0.159126
TR3412-c0_g2_i1,0.887108,8,387,17,12,12,1,5,0.904358
TR3412-c0_g2_i2,0.818402,15,387,31,27,20,4,3,0.883496
TR3413-c0_g1_i1,0.792899,35,398,39,39,35,2,21,0.846155
TR3413-c0_g2_i1,0.801892,226,397,332,300,209,4,1,0.635061
TR3414-c0_g1_i1,0.804329,0,668,14,14,14,2,2,0.978386
TR3414-c0_g1_i2,0.846731,1,621,60,56,50,29,2,0.984826
TR3414-c0_g2_i1,0.794805,1,282,18,14,12,4,38,0.800876
TR3415-c0_g1_i1,0.821429,0,279,49,40,38,20,4,0.885619
TR3416-c0_g1_i1,0.857143,5,265,5,5,5,0,29,0.842887
TR3416-c0_g2_i1,0.830791,17,266,45,25,19,2,0,0.815074
TR3416-c0_g3_i1,0.837753,1,1216,261,247,219,106,6,0.942733
TR3417-c0_g1_i1,0.857837,0,573,126,119,110,58,7,0.756895
TR3418-c0_g1_i1,0.775,0,568,8,7,7,3,74,0.969337
TR3418-c0_g2_i1,0.791626,1,569,31,28,21,9,18,0.934147
TR3419-c0_g1_i1,0.886832,0,594,91,86,81,46,8,0.568861
TR3420-c0_g1_i1,0.858776,1,408,38,32,26,14,5,0.509983
TR3420-c0_g2_i1,0.850174,1,465,9,4,4,0,51,0.495354
TR3420-c0_g3_i1,0.874026,2,504,7,5,5,0,53,0.95905
TR3421-c0_g1_i1,0.832184,0,614,37,36,35,16,6,0.889955
TR3421-c0_g1_i2,0.864093,1,613,20,17,16,8,6,0.95086
TR3421-c0_g2_i1,0.738095,0,342,17,12,12,5,0,0.626075
TR3422-c0_g1_i1,0.754286,0,230,28,21,15,3,4,0.299201
TR3422-c0_g2_i1,0.699828,1,244,48,33,23,15,2,0.756704
TR3423-c0_g1_i1,1,0,263,0,0,0,0,263,0.997424
TR3423-c0_g1_i2,0.805195,1,264,4,1,1,0,0,0.861159
TR3423-c0_g1_i3,1,0,252,0,0,0,0,252,0.997424
TR3423-c0_g1_i4,0.980952,1,251,1,1,0,0,39,0.99689
TR3424-c0_g1_i1,0.781567,3,535,31,27,25,12,1,0.50659
TR3424-c0_g2_i1,0.877098,4,499,32,31,25,11,82,0.0714644
TR3425-c0_g1_i1,0.757983,9,312,70,52,43,21,4,0.624937
TR3425-c0_g1_i2,0.848475,5,313,33,26,25,9,1,0.835488
TR3425-c0_g2_i1,1,0,419,0,0,0,0,419,0.997424
TR3425-c0_g2_i2,0.922078,2,418,7,3,2,0,2,0.685273
TR3426-c0_g1_i1,0.835714,0,274,67,49,43,26,0,0.371781
TR3426-c0_g2_i1,0.872109,0,265,11,7,7,4,0,0.718165
TR3427-c0_g1_i1,0.882707,0,372,11,9,7,7,2,0.919661
TR3427-c0_g2_i1,0.851374,15,458,38,32,24,6,3,0.784524
TR3427-c0_g3_i1,0.730612,4,458,22,11,6,5,1,0.893518
TR3428-c0_g1_i1,0.833972,0,764,228,218,199,98,19,0.868695
TR3429-c0_g1_i1,0.852997,1,1461,295,281,245,152,0,0.78953
TR3429-c0_g2_i1,0.850794,0,563,96,95,93,57,6,0.844834
TR3429-c0_g2_i2,0.889351,2,600,26,25,24,13,7,0.887603
TR3430-c0_g1_i1,0.861753,3,1816,200,197,190,98,9,0.734001
TR3430-c0_g2_i1,0.860408,2,1866,68,65,61,36,101,0.952777
TR3431-c0_g1_i1,0.857143,2,273,5,5,5,1,84,0.907714
TR3431-c0_g2_i1,0.821714,1,524,13,11,9,5,16,0.964085
TR3432-c0_g1_i1,0.863265,5,353,5,5,5,0,55,0.895874
TR3432-c0_g1_i2,0.82963,7,353,9,8,8,1,14,0.878687
TR3432-c0_g1_i3,0.897835,0,752,33,31,29,19,6,0.796749
TR3433-c0_g1_i1,0.787143,3,336,6,6,5,1,8,0.940798
TR3433-c0_g2_i1,1,0,288,0,0,0,0,194,0.997424
TR3434-c0_g1_i1,0.8,0,300,0,0,0,0,213,0.977942
TR3434-c0_g2_i1,0.858967,8,330,12,10,10,2,4,0.895294
TR3434-c0_g3_i1,0.850549,11,330,32,30,28,9,3,0.717218
TR3434-c0_g4_i1,0.84812,1,335,4,3,3,1,5,0.96405
TR3435-c0_g1_i1,0.848637,4,955,58,55,51,35,0,0.737867
TR3435-c0_g2_i1,0.837551,2,327,105,92,82,55,0,0.478959
TR3435-c0_g3_i1,0.814652,1,998,38,36,33,14,54,0.846173
TR3436-c0_g1_i1,0.817582,2,370,10,10,9,4,15,0.534205
TR3436-c0_g2_i1,0.869215,13,372,19,17,16,2,15,0.846574
TR3436-c0_g2_i2,0.838424,8,419,15,12,11,1,7,0.89465
TR3437-c0_g1_i1,0.57381,3,226,21,6,3,2,15,0.380172
TR3437-c0_g2_i1,0.806612,8,227,70,41,31,18,27,0.176582
TR3437-c1_g1_i1,0.828875,0,278,54,41,37,18,3,0.658077
TR3438-c0_g1_i1,0.868571,0,528,2,2,2,2,318,0.99674
TR3438-c0_g2_i1,0.809524,2,587,11,11,9,4,109,0.824312
TR3438-c0_g3_i1,0.856839,1,587,93,83,75,40,5,0.85492
TR3439-c0_g1_i1,0.840497,5,631,110,106,100,55,4,0.692339
TR3439-c0_g2_i1,0.82963,7,251,14,10,8,1,2,0.549763
TR3439-c0_g2_i2,0.815584,1,252,6,3,3,2,25,0.960327
TR3439-c0_g3_i1,0.864538,0,462,48,41,34,21,2,0.839906
TR3439-c0_g4_i1,0.908271,0,631,9,9,9,6,189,0.989888
TR3440-c0_g1_i1,0.854945,2,507,9,9,7,4,133,0.114617
TR3440-c0_g2_i1,0.801843,16,507,23,22,17,3,24,0.687751
TR3440-c0_g3_i1,0.747368,5,566,30,26,21,12,43,0.441319
TR3441-c0_g1_i1,0.862857,0,765,26,26,26,14,55,0.803687
TR3441-c0_g2_i1,0.874725,1,853,47,45,41,27,0,0.926362
TR3442-c0_g1_i1,0.890538,8,251,69,59,51,31,0,0.24058
