contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TR3695-c0_g2_i1,391,0.373402,-0.150685,0.102041,23,1.726767,92,0.086426,true,0.28252,F26A3.1
TR3696-c0_g1_i1,227,0.330396,0.04,-0.039474,20,3.233618,66,0.048828,false,NA,NA
TR3696-c0_g2_i1,228,0.342105,0.076923,0.013333,22,3.31746,66,0.049072,false,NA,NA
TR3696-c1_g1_i1,224,0.276786,0.0,-0.012346,19,4.42872,40,0.043701,false,NA,NA
TR3697-c0_g1_i1,358,0.410615,-0.210884,-0.203791,25,1.733824,94,0.078857,false,NA,NA
TR3697-c0_g2_i1,663,0.366516,-0.078189,-0.185714,50,2.259406,64,0.139404,false,NA,NA
TR3698-c0_g1_i1,405,0.476543,-0.015544,-0.018868,56,2.43609,66,0.088623,false,NA,NA
TR3698-c0_g1_i2,405,0.476543,-0.005181,0.018868,56,2.435567,66,0.089844,false,NA,NA
TR3699-c0_g1_i1,814,0.409091,-0.051051,-0.076923,75,2.207957,175,0.169922,true,1.00381,ZK856.11
TR3700-c0_g1_i1,325,0.341538,-0.045045,-0.074766,16,1.691607,80,0.070801,true,0.13614,T11G6.3
TR3700-c0_g2_i1,391,0.352941,-0.014493,-0.090909,20,1.642857,90,0.084717,true,0.129825,T11G6.3
TR3700-c0_g2_i2,526,0.401141,-0.033175,-0.111111,30,1.41932,174,0.112793,false,NA,NA
TR3700-c0_g3_i1,323,0.334365,-0.148148,-0.07907,14,1.585554,79,0.070313,true,0.167719,T11G6.3
TR3700-c0_g4_i1,283,0.321555,-0.054945,-0.104167,10,1.371124,66,0.061279,false,NA,NA
TR3701-c0_g1_i1,232,0.560345,-0.030769,0.313725,28,1.538972,77,0.052002,true,0.229783,Y69H2.14
TR3701-c0_g2_i1,310,0.648387,0.024876,-0.321101,41,1.259164,103,0.057129,false,NA,NA
TR3701-c0_g3_i1,310,0.63871,0.151515,-0.482143,40,1.294904,103,0.054688,false,NA,NA
TR3702-c0_g1_i1,268,0.470149,0.126984,0.366197,28,1.921639,88,0.060303,true,0.744548,K01G5.8b
TR3703-c0_g1_i1,435,0.390805,0.070588,0.116981,39,2.359855,63,0.094482,false,NA,NA
TR3703-c0_g2_i1,436,0.366972,0.0375,0.094203,31,2.114849,76,0.09082,false,NA,NA
TR3704-c0_g1_i1,238,0.495798,-0.118644,-0.516667,37,2.565851,78,0.050293,false,NA,NA
TR3704-c0_g2_i1,239,0.451883,-0.074074,-0.267176,28,2.307586,57,0.053955,false,NA,NA
TR3705-c0_g1_i1,267,0.479401,-0.015625,0.151079,36,2.347253,88,0.061279,false,NA,NA
TR3705-c0_g2_i1,250,0.368,-0.021739,-0.063291,28,3.309693,83,0.054443,true,0.103255,Y67D2.7
TR3705-c0_g3_i1,431,0.452436,-0.046154,0.186441,62,2.816993,143,0.096436,true,0.483726,Y67D2.7
TR3706-c0_g1_i1,610,0.518033,0.063291,-0.040816,83,2.036277,203,0.132324,true,0.604352,Y51F10.3a
TR3707-c0_g1_i1,466,0.399142,-0.010753,-0.014286,34,1.8321,94,0.099854,false,NA,NA
TR3707-c0_g2_i1,454,0.403084,-0.005464,-0.02583,34,1.843765,90,0.097168,false,NA,NA
TR3707-c0_g3_i1,455,0.402198,-0.016393,-0.044118,34,1.848268,115,0.097656,true,1.0059,R07E5.11
TR3708-c0_g1_i1,1193,0.359598,0.179487,0.259162,76,2.036202,329,0.207275,true,0.923436,C16C2.4
TR3708-c0_g1_i2,1205,0.357676,0.178654,0.255814,76,2.037012,333,0.208496,true,0.931839,C16C2.4
TR3709-c0_g1_i1,243,0.427984,-0.346154,-0.208633,17,1.735714,70,0.054443,false,NA,NA
TR3709-c0_g1_i2,244,0.42623,-0.307692,-0.228571,17,1.694444,43,0.055176,false,NA,NA
TR3710-c0_g1_i1,294,0.534014,-0.197452,0.065693,36,1.787234,97,0.063477,true,0.227661,C24B9.3a
TR3710-c0_g1_i2,294,0.534014,-0.133758,0.109489,37,1.797422,97,0.065918,false,NA,NA
TR3711-c0_g1_i1,524,0.391221,-0.229268,-0.253918,42,2.21097,125,0.104004,false,NA,NA
TR3711-c0_g1_i2,603,0.399668,-0.178423,-0.265193,51,2.18758,162,0.12085,true,1.004274,T25G3.1.2
TR3711-c0_g1_i3,499,0.400802,-0.21,-0.244147,41,2.140287,127,0.100342,false,NA,NA
TR3711-c0_g2_i1,270,0.374074,-0.069307,-0.147929,22,2.340426,73,0.058838,false,NA,NA
TR3712-c0_g1_i1,376,0.406915,-0.071895,-0.2287,27,1.743731,100,0.085205,false,NA,NA
TR3712-c0_g2_i1,480,0.404167,-0.051546,-0.167832,37,1.892583,100,0.103271,false,NA,NA
TR3712-c0_g2_i2,480,0.408333,-0.091837,-0.253521,36,1.814554,100,0.101074,false,NA,NA
TR3713-c0_g1_i1,274,0.70073,-0.375,-0.804878,51,1.764394,91,0.048096,false,NA,NA
TR3714-c0_g1_i1,358,0.396648,0.014085,-0.212963,30,2.130952,66,0.07959,false,NA,NA
TR3714-c0_g2_i1,477,0.385744,-0.021739,-0.05802,40,2.255319,66,0.107178,false,NA,NA
TR3714-c0_g2_i2,474,0.388186,-0.043478,-0.089655,40,2.244318,66,0.105469,false,NA,NA
TR3715-c0_g1_i1,758,0.477573,0.077348,-0.085859,95,2.21127,219,0.159668,true,0.993884,B0304.2
TR3716-c0_g1_i1,310,0.416129,0.069767,0.049724,29,2.171498,103,0.069824,true,0.517117,Y57A10A.16
TR3716-c0_g2_i1,299,0.438127,-0.007634,-0.02381,34,2.369697,96,0.066895,true,0.522523,Y57A10A.16
TR3717-c0_g1_i1,352,0.40625,0.118881,0.253589,31,2.165079,90,0.077881,false,NA,NA
TR3717-c0_g1_i2,353,0.399433,0.120567,0.216981,34,2.450388,90,0.075195,false,NA,NA
TR3717-c0_g2_i1,447,0.387025,-0.00578,0.160584,36,2.150762,50,0.094971,false,NA,NA
TR3717-c0_g3_i1,240,0.416667,0.2,0.0,23,2.3,79,0.05542,false,NA,NA
TR3717-c0_g4_i1,276,0.42029,0.034483,0.0625,24,1.971429,91,0.062988,true,0.158868,Y41C4A.9
TR3718-c0_g1_i1,581,0.409639,0.016807,-0.026239,37,1.518471,193,0.125977,false,NA,NA
TR3718-c0_g2_i1,326,0.392638,0.09375,0.010101,26,2.087685,108,0.074707,false,NA,NA
TR3718-c0_g3_i1,452,0.435841,0.015228,0.090196,45,2.096907,150,0.095703,false,NA,NA
TR3718-c0_g4_i1,1632,0.417279,-0.095448,-0.066246,142,2.0172,543,0.276123,true,0.170696,T08G11.1b
TR3719-c0_g1_i1,723,0.443983,0.165109,-0.159204,59,1.702331,241,0.151855,false,NA,NA
TR3719-c0_g2_i1,723,0.439834,0.194969,-0.175309,58,1.72426,241,0.150879,true,0.426973,F26G5.1a
TR3719-c0_g3_i1,346,0.471098,-0.055215,0.092896,40,2.090003,115,0.076172,false,NA,NA
TR3720-c0_g1_i1,236,0.368644,0.08046,-0.033557,24,3.012766,35,0.052979,false,NA,NA
TR3720-c0_g2_i1,383,0.375979,0.069444,0.012552,28,2.078697,62,0.083984,false,NA,NA
TR3720-c1_g1_i1,255,0.345098,0.068182,0.02994,17,2.249611,30,0.057861,false,NA,NA
TR3720-c1_g2_i1,246,0.268293,0.030303,-0.033333,8,1.808824,31,0.056152,false,NA,NA
TR3721-c0_g1_i1,320,0.4125,-0.030303,0.148936,22,1.617647,59,0.071045,false,NA,NA
TR3721-c0_g1_i2,283,0.40636,-0.043478,0.119048,20,1.715152,80,0.062988,true,0.208981,ZK6.11a
TR3722-c0_g1_i1,392,0.359694,0.248227,0.10757,23,1.933105,129,0.084473,false,NA,NA
TR3722-c0_g2_i1,284,0.591549,-0.011905,-0.12069,53,2.133522,94,0.062744,false,NA,NA
TR3722-c0_g3_i1,455,0.56044,-0.105882,-0.09,71,2.009767,141,0.10083,false,NA,NA
TR3722-c0_g3_i2,454,0.563877,-0.109375,-0.191919,71,1.991228,151,0.100342,false,NA,NA
TR3723-c0_g1_i1,460,0.465217,-0.140187,-0.138211,45,1.844262,153,0.104004,true,0.681957,T15B7.2.2
TR3723-c0_g2_i1,371,0.361186,0.089552,-0.189873,22,1.832922,78,0.073975,true,0.360856,T15B7.2.2
TR3724-c0_g1_i1,271,0.369004,-0.04,-0.064327,24,2.605769,42,0.055664,true,0.568889,T27E9.2
TR3724-c0_g2_i1,272,0.363971,-0.030303,-0.063584,23,2.555556,42,0.055908,false,NA,NA
TR3725-c0_g1_i1,294,0.452381,0.037594,0.068323,24,1.597826,97,0.063721,true,0.293293,T08H10.1
TR3725-c0_g2_i1,517,0.495164,0.140625,-0.065134,60,1.931507,171,0.117676,false,NA,NA
TR3725-c0_g2_i2,482,0.5,0.120332,-0.095436,59,1.987282,160,0.11084,true,0.482482,T08H10.1
TR3726-c0_g1_i1,358,0.407821,0.054795,0.0,23,1.549784,58,0.081299,false,NA,NA
TR3726-c0_g2_i1,295,0.40339,0.142857,0.022727,21,1.786332,98,0.066162,false,NA,NA
TR3726-c0_g3_i1,358,0.441341,0.088608,0.03,30,1.734496,119,0.081787,false,NA,NA
TR3727-c0_g1_i1,321,0.376947,0.190083,0.05,26,2.365646,79,0.073975,false,NA,NA
TR3727-c0_g1_i2,738,0.363144,0.164179,0.110638,50,2.111951,218,0.153809,true,0.156258,C34G6.4d
TR3728-c0_g1_i1,1006,0.40159,0.148515,-0.0299,65,1.638683,224,0.19751,true,0.307061,T19D12.4b
TR3728-c1_g1_i1,429,0.382284,-0.097561,0.056604,34,2.19009,142,0.09375,false,NA,NA
TR3729-c0_g1_i1,328,0.42378,-0.064748,0.100529,42,2.864033,91,0.07251,true,0.212684,Y17G7B.10a.9
TR3729-c0_g1_i2,226,0.504425,0.175439,-0.017857,35,2.511909,75,0.052734,true,0.071152,Y17G7B.10a.9
TR3729-c0_g2_i1,705,0.473759,0.065868,0.137466,85,2.15806,234,0.152832,true,0.54215,Y17G7B.10a.9
TR3730-c0_g1_i1,400,0.4525,-0.016575,0.022831,46,2.247191,132,0.087402,true,0.44519,C14A4.1
TR3731-c0_g1_i1,337,0.341246,0.008696,0.234234,19,1.936782,48,0.073975,false,NA,NA
TR3731-c0_g2_i1,881,0.431328,0.021053,0.06986,79,1.928805,284,0.186523,true,0.844708,R74.7
TR3731-c0_g3_i1,337,0.332344,-0.071429,0.093333,17,1.836218,61,0.071533,false,NA,NA
TR3732-c0_g1_i1,491,0.362525,0.011236,-0.15016,32,1.983838,118,0.101074,true,0.637993,Y57A10A.23
TR3732-c0_g2_i1,538,0.369888,-0.035176,-0.126844,35,1.904328,133,0.112305,false,NA,NA
TR3733-c0_g1_i1,443,0.376975,-0.017964,-0.166667,55,3.495696,40,0.037354,false,NA,NA
TR3733-c0_g2_i1,374,0.374332,-0.014286,-0.205128,48,3.664421,75,0.045654,false,NA,NA
TR3734-c0_g1_i1,610,0.347541,0.103774,0.005025,38,2.08547,99,0.12915,false,NA,NA
TR3734-c0_g2_i1,551,0.3902,0.051163,0.184524,48,2.294638,183,0.118408,true,0.655216,K04F10.3a
TR3734-c0_g2_i2,551,0.388385,0.037383,0.145401,50,2.409691,171,0.118652,true,0.655216,K04F10.3a
TR3734-c0_g3_i1,610,0.344262,0.095238,0.07,34,1.898398,55,0.126221,false,NA,NA
TR3735-c0_g1_i1,306,0.339869,-0.134615,0.039604,16,1.844068,64,0.067383,false,NA,NA
TR3735-c0_g2_i1,287,0.334495,-0.145833,0.04712,15,1.909091,58,0.063721,false,NA,NA
TR3735-c0_g3_i1,394,0.439086,0.294798,0.140271,27,1.557084,131,0.088379,true,0.283979,C43E11.4
TR3735-c0_g4_i1,347,0.351585,-0.04918,0.022222,19,1.776131,78,0.076904,false,NA,NA
TR3736-c0_g1_i1,462,0.318182,0.115646,-0.060317,30,2.600375,61,0.093506,false,NA,NA
TR3737-c0_g1_i1,315,0.460317,0.324138,0.176471,35,2.34375,78,0.069336,true,0.727778,T20G5.7
TR3737-c0_g2_i1,315,0.457143,0.263889,0.052632,32,2.089985,78,0.069824,true,0.561111,T20G5.7
TR3738-c0_g1_i1,486,0.32716,0.459119,0.174312,32,3.117883,67,0.078613,false,NA,NA
TR3738-c0_g2_i1,487,0.326489,0.459119,0.170732,32,3.124298,67,0.078613,false,NA,NA
TR3738-c0_g3_i1,488,0.32582,0.459119,0.167173,32,3.130714,67,0.078613,false,NA,NA
TR3739-c0_g1_i1,635,0.415748,0.151515,-0.002695,54,2.014215,211,0.132813,true,0.307516,Y39E4B.10
TR3739-c0_g2_i1,516,0.422481,0.155963,0.006711,46,2.047619,171,0.11084,false,NA,NA
TR3740-c0_g1_i1,248,0.342742,-0.105882,-0.067485,19,2.638298,33,0.054199,false,NA,NA
TR3740-c0_g2_i1,248,0.387097,-0.208333,-0.25,23,2.588022,60,0.053467,false,NA,NA
TR3740-c0_g2_i2,296,0.388514,-0.147826,-0.127072,25,2.288188,31,0.065674,false,NA,NA
TR3740-c0_g3_i1,299,0.394649,-0.152542,-0.20442,30,2.638235,31,0.063965,false,NA,NA
TR3741-c0_g1_i1,307,0.368078,-0.026549,-0.041237,21,2.021003,95,0.065186,false,NA,NA
TR3741-c0_g2_i1,767,0.370274,-0.021127,-0.00207,53,2.016919,248,0.150146,true,0.652668,C53A5.16b
TR3742-c0_g1_i1,404,0.443069,0.106145,0.288889,37,1.887374,134,0.083984,true,0.694158,W03F8.1
TR3742-c0_g1_i2,437,0.443936,0.092784,0.193416,40,1.873928,145,0.091309,false,NA,NA
TR3742-c0_g2_i1,258,0.418605,0.148148,-0.186667,22,1.990182,45,0.056396,false,NA,NA
TR3743-c0_g1_i1,249,0.39759,-0.010101,0.173333,18,1.829388,40,0.054688,false,NA,NA
TR3743-c0_g2_i1,237,0.400844,-0.073684,-0.098592,18,1.90107,29,0.055176,true,0.393393,T22C1.4
TR3744-c0_g1_i1,355,0.391549,0.165468,-0.064815,28,2.115794,107,0.074219,false,NA,NA
TR3744-c0_g2_i1,454,0.453744,-0.135922,-0.048387,38,1.656775,151,0.098145,false,NA,NA
TR3744-c0_g2_i2,454,0.455947,-0.140097,0.020243,38,1.642735,151,0.097412,true,0.265616,F07C6.4c.2
TR3744-c0_g3_i1,354,0.420904,-0.100671,0.053659,25,1.610848,59,0.076904,false,NA,NA
TR3745-c0_g1_i1,449,0.351893,-0.189873,-0.127148,19,1.418052,131,0.096191,false,NA,NA
TR3745-c0_g2_i1,449,0.351893,-0.177215,-0.154639,19,1.411249,102,0.094971,false,NA,NA
TR3745-c0_g3_i1,976,0.406762,0.057935,0.060449,73,1.814311,325,0.20166,true,0.717327,F21H12.1
TR3746-c0_g1_i1,640,0.396875,0.055118,-0.015544,51,2.029851,143,0.134033,true,0.961353,B0511.19
TR3746-c0_g2_i1,641,0.396256,0.055118,-0.028424,51,2.033022,143,0.134766,true,1.004831,B0511.19
TR3747-c0_g1_i1,240,0.375,0.022222,-0.053333,7,0.83004,61,0.054199,true,0.717054,Y50E8A.1
TR3747-c1_g1_i1,264,0.405303,0.009346,-0.248408,23,2.121593,55,0.057861,false,NA,NA
TR3747-c1_g2_i1,265,0.415094,0.163636,-0.23871,24,2.160326,55,0.057861,false,NA,NA
TR3747-c1_g3_i1,265,0.403774,0.009346,-0.253165,23,2.12963,55,0.057861,false,NA,NA
TR3747-c1_g4_i1,266,0.413534,0.163636,-0.24359,24,2.168478,55,0.057861,false,NA,NA
TR3748-c0_g1_i1,336,0.416667,0.014286,-0.142857,32,2.194734,80,0.075684,true,0.458333,F54D8.2.5
TR3748-c0_g2_i1,337,0.421365,-0.239437,-0.015385,31,2.198443,77,0.078613,true,0.606771,F54D8.2.5
TR3749-c0_g1_i1,325,0.375385,0.032787,-0.182266,29,2.535647,41,0.067627,false,NA,NA
TR3749-c0_g1_i2,314,0.407643,0.03125,-0.107527,34,2.608993,51,0.069092,false,NA,NA
TR3749-c0_g1_i3,314,0.420382,0.045455,-0.065934,36,2.600414,51,0.067627,true,0.279693,T27A1.1
TR3749-c0_g1_i4,325,0.387692,0.047619,-0.145729,31,2.544192,37,0.067139,false,NA,NA
TR3750-c0_g1_i1,287,0.484321,-0.093525,-0.081081,28,1.678363,95,0.06543,true,0.230333,B0336.7b
TR3751-c0_g1_i1,306,0.372549,0.070175,0.03125,29,2.744819,51,0.0625,false,NA,NA
TR3751-c0_g2_i1,545,0.444037,0.057851,-0.049505,53,1.979509,120,0.116455,true,0.957672,T28D9.10a
TR3752-c0_g1_i1,1078,0.447124,0.124481,0.013423,125,2.356552,295,0.208496,true,0.167914,Y48E1A.1a
TR3752-c0_g1_i2,792,0.464646,0.108696,0.089623,90,2.13056,249,0.161865,true,0.547222,Y48E1A.1b
TR3753-c0_g1_i1,327,0.553517,0.071823,0.054795,46,1.846097,109,0.072998,true,0.324378,F44C4.3
TR3753-c0_g2_i1,327,0.550459,0.077778,0.047619,44,1.787107,109,0.072998,true,0.321393,F44C4.3
TR3753-c0_g3_i1,345,0.452174,-0.166667,0.058201,28,1.633136,114,0.077881,true,0.306468,F44C4.3
TR3753-c0_g3_i2,345,0.452174,-0.141026,0.153439,28,1.61999,115,0.079102,true,0.306468,F44C4.3
TR3753-c0_g4_i1,327,0.550459,0.011111,0.088435,46,1.857266,109,0.072754,true,0.273632,F44C4.3
TR3754-c0_g1_i1,388,0.512887,-0.045226,-0.037037,60,2.356275,129,0.084717,true,0.804167,F28D9.4.2
TR3754-c0_g2_i1,245,0.387755,0.157895,-0.133333,21,2.338636,70,0.053955,false,NA,NA
TR3754-c1_g1_i1,420,0.483333,-0.073892,-0.225806,56,2.29553,140,0.088867,true,0.413437,Y52B11C.1
TR3755-c0_g1_i1,386,0.310881,0.25,0.045113,23,2.630519,72,0.05835,false,NA,NA
TR3755-c0_g2_i1,345,0.489855,-0.005917,-0.056818,40,1.932773,115,0.078369,false,NA,NA
TR3755-c0_g2_i2,345,0.495652,-0.005848,-0.137931,40,1.887825,115,0.078613,false,NA,NA
TR3755-c0_g3_i1,297,0.215488,-0.0625,-0.04721,11,3.202941,54,0.03418,false,NA,NA
TR3756-c0_g1_i1,956,0.436192,0.342926,-0.068646,73,1.819291,248,0.172363,false,NA,NA
TR3756-c0_g2_i1,361,0.454294,-0.04878,0.096447,33,1.775939,120,0.082275,false,NA,NA
TR3757-c0_g1_i1,719,0.357441,-0.089494,-0.056277,44,1.93138,160,0.146729,true,0.733931,F26H9.4
TR3757-c0_g1_i2,793,0.361917,-0.073171,-0.051383,52,2.01328,160,0.159424,true,0.733931,F26H9.4
TR3757-c0_g2_i1,675,0.365926,-0.076923,-0.051402,44,1.958844,208,0.140137,true,0.895366,F26H9.4
TR3757-c0_g2_i2,749,0.369826,-0.061372,-0.04661,52,2.038095,232,0.15332,true,1.00299,F26H9.4
TR3758-c0_g1_i1,339,0.412979,-0.1,0.045226,23,1.607297,112,0.075684,true,0.298851,B0218.3
TR3758-c0_g2_i1,762,0.321522,0.036735,-0.001934,34,1.728814,76,0.147217,false,NA,NA
TR3758-c0_g2_i2,800,0.3275,-0.015267,0.018587,37,1.725243,89,0.152344,false,NA,NA
TR3759-c0_g1_i1,490,0.395918,0.020619,-0.067568,39,2.031898,163,0.10791,false,NA,NA
TR3759-c0_g1_i2,490,0.395918,0.030928,-0.108108,41,2.137234,163,0.106201,false,NA,NA
TR3759-c1_g1_i1,1572,0.407761,-0.0078,-0.059076,132,2.020211,524,0.291016,true,0.272023,C14C10.5b
TR3759-c1_g2_i1,1659,0.407474,-0.017751,-0.062055,142,2.06271,540,0.302002,true,0.283892,C14C10.5a
TR3759-c1_g2_i2,1659,0.406872,-0.013333,-0.04878,142,2.068542,553,0.302246,true,0.292636,C14C10.5b
TR3760-c0_g1_i1,1267,0.389108,0.079108,-0.062016,93,1.951426,166,0.23877,true,0.449036,T26A5.7a
TR3760-c0_g1_i2,1266,0.395735,0.093812,-0.030065,106,2.157561,166,0.239014,true,0.449036,T26A5.7a
TR3760-c1_g1_i1,1624,0.442734,0.123783,0.025414,140,1.786579,402,0.299316,true,1.001658,F57B9.6a.2
TR3760-c1_g2_i1,1623,0.442391,0.128134,0.020994,140,1.792451,402,0.29834,true,1.001658,F57B9.6a.2
TR3761-c0_g1_i1,762,0.364829,-0.028777,0.177686,47,1.855167,136,0.161621,true,0.155465,C54A12.1
TR3761-c0_g2_i1,716,0.367318,-0.057034,0.192053,47,1.952425,227,0.152832,true,0.230821,C54A12.1
TR3762-c0_g1_i1,395,0.407595,-0.080745,-0.017094,27,1.65657,131,0.088135,false,NA,NA
TR3762-c0_g1_i2,394,0.406091,-0.125,0.0,27,1.688571,131,0.087646,false,NA,NA
TR3763-c0_g1_i1,522,0.371648,-0.103093,-0.079268,27,1.514019,146,0.11499,false,NA,NA
TR3763-c0_g2_i1,483,0.376812,-0.120879,-0.109635,26,1.538971,146,0.107178,true,0.120614,F59F3.5
TR3763-c0_g3_i1,499,0.372745,-0.096774,-0.079872,26,1.514239,146,0.111084,false,NA,NA
TR3764-c0_g1_i1,281,0.366548,0.262136,0.224719,18,2.047773,93,0.063477,false,NA,NA
TR3764-c0_g1_i2,280,0.371429,0.211538,0.159091,18,1.95122,76,0.063232,false,NA,NA
TR3764-c0_g2_i1,522,0.371648,0.041237,0.067073,26,1.444906,124,0.115723,true,0.605178,Y106G6E.4
TR3764-c0_g3_i1,522,0.3659,0.068063,0.075529,24,1.38004,124,0.11499,false,NA,NA
TR3765-c0_g1_i1,594,0.424242,0.111111,0.064327,54,2.045663,51,0.117188,false,NA,NA
TR3766-c0_g1_i1,400,0.435,-0.114943,-0.097345,31,1.660195,132,0.08667,true,0.242535,C55A6.10a
TR3767-c0_g1_i1,241,0.373444,0.177778,-0.284768,10,1.228965,30,0.054932,false,NA,NA
TR3767-c0_g2_i1,443,0.428894,0.126316,-0.185771,35,1.745862,147,0.096924,true,0.323122,M04G12.1a
TR3767-c0_g3_i1,241,0.390041,0.234043,-0.142857,8,0.923372,80,0.052734,false,NA,NA
TR3768-c0_g1_i1,323,0.517028,-0.245509,0.115385,29,1.42964,107,0.05127,false,NA,NA
TR3768-c0_g1_i2,265,0.498113,-0.30303,0.082707,22,1.473711,88,0.0354,false,NA,NA
TR3769-c0_g1_i1,347,0.342939,0.092437,0.026316,19,1.878348,48,0.072998,false,NA,NA
TR3769-c0_g2_i1,381,0.362205,0.115942,0.020576,27,2.190121,46,0.07959,false,NA,NA
TR3769-c0_g3_i1,416,0.435096,0.005525,0.097872,40,2.031746,138,0.092041,false,NA,NA
TR3770-c0_g1_i1,391,0.342711,-0.149254,-0.11284,28,2.494418,45,0.081787,false,NA,NA
TR3770-c0_g2_i1,1274,0.370487,0.033898,0.057357,84,1.923641,414,0.241699,true,0.893678,C54G4.9
TR3770-c0_g2_i2,639,0.366197,-0.102564,-0.091358,50,2.358804,48,0.130127,false,NA,NA
TR3770-c0_g3_i1,425,0.345882,-0.142857,-0.122302,31,2.489607,57,0.088379,false,NA,NA
TR3771-c0_g1_i1,587,0.417376,0.159184,0.111111,38,1.525092,75,0.123535,false,NA,NA
TR3771-c0_g2_i1,630,0.420635,0.109434,0.10137,42,1.525424,62,0.13208,false,NA,NA
TR3771-c0_g2_i2,289,0.536332,-0.135484,0.119403,37,1.813602,95,0.066406,true,0.569358,F54C9.1.2
TR3772-c0_g1_i1,350,0.342857,-0.016667,0.008696,25,2.431231,50,0.071777,true,0.572222,F54D5.17
TR3772-c0_g2_i1,231,0.329004,0.0,-0.019355,13,2.07964,68,0.047363,true,0.522222,F54D5.17
TR3772-c0_g3_i1,350,0.342857,-0.016667,-0.086957,25,2.431231,68,0.07251,true,0.572222,F54D5.17
TR3773-c0_g1_i1,604,0.480132,-0.027586,-0.012739,66,1.897473,201,0.134766,false,NA,NA
TR3773-c0_g2_i1,605,0.452893,0.0,0.069486,55,1.77287,201,0.130371,true,0.422781,F53F10.2a.3
TR3774-c0_g1_i1,916,0.371179,-0.135294,-0.083333,59,1.904903,199,0.181152,true,0.900312,C38D4.9
TR3774-c0_g2_i1,954,0.372117,-0.143662,-0.12187,62,1.916904,212,0.187744,true,0.993769,C38D4.9
TR3774-c0_g3_i1,955,0.371728,-0.138028,-0.096667,61,1.884909,212,0.188232,true,0.923676,C38D4.9
TR3775-c0_g1_i1,265,0.460377,0.0,-0.062937,44,3.133566,74,0.055664,true,0.627451,Y48A5A.3a
TR3775-c0_g1_i2,309,0.469256,-0.02069,-0.012195,51,2.999429,89,0.067383,false,NA,NA
TR3776-c0_g1_i1,503,0.479125,-0.078838,0.053435,47,1.638323,167,0.112793,true,0.649871,C02F5.9
TR3776-c0_g2_i1,419,0.451074,-0.058201,0.026087,38,1.788989,108,0.097412,true,0.293282,C02F5.9
TR3776-c0_g3_i1,384,0.453125,0.034483,0.114286,38,1.930159,96,0.085938,true,0.374677,C02F5.9
TR3777-c0_g1_i1,1225,0.430204,-0.043643,-0.108883,104,1.838384,408,0.233643,true,0.516688,T27A3.2
TR3778-c0_g1_i1,823,0.473876,-0.020513,0.094688,90,1.948749,139,0.168701,true,0.778128,D1054.11
TR3778-c0_g1_i2,823,0.473876,-0.061538,0.071594,88,1.911882,273,0.168457,true,0.863302,D1054.11
TR3779-c0_g1_i1,760,0.488158,-0.142857,0.033419,75,1.690993,240,0.155518,true,0.594706,C49F5.1.3
TR3780-c0_g1_i1,1083,0.520776,0.106383,-0.082852,125,1.721803,353,0.205322,true,0.800153,K02F2.2.2
TR3780-c0_g2_i1,386,0.365285,0.134752,0.069388,22,1.740164,95,0.079834,false,NA,NA
TR3781-c0_g1_i1,1001,0.347652,-0.270115,-0.093415,42,1.497916,105,0.183594,false,NA,NA
TR3781-c0_g2_i1,1262,0.39065,-0.15213,-0.071521,77,1.637139,241,0.240723,true,0.547997,F55A12.9d.2
TR3782-c0_g1_i1,371,0.307278,0.192982,0.136187,18,2.13491,40,0.077148,false,NA,NA
TR3782-c0_g2_i1,371,0.309973,0.130435,0.09375,16,1.826462,14,0.080811,false,NA,NA
TR3782-c0_g3_i1,615,0.429268,0.007576,0.019943,49,1.72961,197,0.135742,true,0.138519,C04G6.3
TR3783-c0_g1_i1,391,0.44757,0.142857,0.268519,41,2.137467,130,0.081787,false,NA,NA
TR3783-c0_g2_i1,500,0.428,-0.084112,0.020979,45,1.97924,166,0.106445,false,NA,NA
TR3783-c0_g3_i1,460,0.421739,-0.092784,-0.082707,40,1.972556,140,0.096924,false,NA,NA
TR3784-c0_g1_i1,935,0.402139,0.074468,0.155635,76,2.021737,275,0.189453,true,0.398054,F56F3.2b
TR3784-c0_g1_i2,601,0.384359,0.082251,-0.005405,35,1.587547,85,0.127197,false,NA,NA
TR3784-c0_g1_i3,1082,0.390943,0.059102,0.116844,69,1.674847,245,0.210205,false,NA,NA
TR3784-c0_g1_i4,454,0.405286,0.119565,0.02963,42,2.285509,115,0.102051,false,NA,NA
TR3784-c0_g2_i1,506,0.401186,-0.034483,-0.234323,37,1.819436,168,0.104004,false,NA,NA
TR3785-c0_g1_i1,548,0.35219,-0.108808,-0.014085,37,2.203434,61,0.118408,false,NA,NA
TR3785-c0_g2_i1,557,0.346499,-0.129534,-0.054945,37,2.250874,61,0.118652,false,NA,NA
TR3785-c1_g1_i1,429,0.407925,0.12,0.133858,42,2.387755,142,0.093994,true,0.337136,C48B6.9
TR3785-c1_g2_i1,374,0.427807,0.125,0.149533,40,2.374603,124,0.082031,true,0.474018,C48B6.9
TR3786-c0_g1_i1,1009,0.411298,-0.108434,-0.077441,91,2.157908,312,0.200439,true,0.743835,Y54E10BR.8
TR3786-c0_g1_i2,396,0.39899,-0.101266,-0.033613,45,2.884896,108,0.089355,true,0.259348,Y54E10BR.8
